#NUMBER OF AGES= 1 MAGS=10
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2452 1.3168E-04 1.7223E-04  -2.00  -0.20 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: Bessell UBV(RI)c + 2MASS JHKs + Kepler (Vega)
#----------------------------------------------------       
#AGE=13.500 EEPS=266
#EEP   M/Mo    LogTeff  LogG   LogL/Lo U       B       V       R       I       J       H       Ks      Kp      D51
 197  0.776249  3.7345  3.1857  1.0336  2.8324  2.9815  2.3729  1.9837  1.5792  1.0265  0.6198  0.5631  2.1060  2.5057
 198  0.776389  3.7340  3.1696  1.0480  2.8005  2.9475  2.3376  1.9477  1.5426  0.9885  0.5807  0.5239  2.0702  2.4707
 199  0.776528  3.7336  3.1533  1.0626  2.7681  2.9132  2.3020  1.9113  1.5056  0.9501  0.5412  0.4843  2.0340  2.4354
 200  0.776666  3.7332  3.1371  1.0772  2.7356  2.8787  2.2662  1.8750  1.4686  0.9118  0.5017  0.4447  1.9978  2.3999
 201  0.776805  3.7328  3.1208  1.0918  2.7027  2.8439  2.2302  1.8384  1.4314  0.8734  0.4622  0.4051  1.9614  2.3643
 202  0.776942  3.7323  3.1045  1.1067  2.6696  2.8088  2.1939  1.8014  1.3939  0.8346  0.4223  0.3651  1.9246  2.3282
 203  0.777076  3.7319  3.0878  1.1219  2.6353  2.7726  2.1565  1.7635  1.3553  0.7947  0.3813  0.3239  1.8867  2.2911
 204  0.777208  3.7315  3.0708  1.1374  2.6006  2.7360  2.1187  1.7250  1.3164  0.7544  0.3400  0.2825  1.8485  2.2536
 205  0.777337  3.7311  3.0534  1.1532  2.5649  2.6981  2.0797  1.6855  1.2762  0.7129  0.2973  0.2398  1.8091  2.2150
 206  0.777460  3.7307  3.0353  1.1697  2.5279  2.6590  2.0394  1.6445  1.2347  0.6700  0.2532  0.1956  1.7683  2.1749
 207  0.777580  3.7303  3.0169  1.1864  2.4903  2.6194  1.9984  1.6030  1.1925  0.6263  0.2083  0.1507  1.7268  2.1343
 208  0.777696  3.7298  2.9981  1.2035  2.4522  2.5789  1.9565  1.5604  1.1492  0.5817  0.1624  0.1047  1.6844  2.0927
 209  0.777810  3.7293  2.9787  1.2208  2.4138  2.5380  1.9141  1.5172  1.1053  0.5361  0.1155  0.0577  1.6414  2.0507
 210  0.777920  3.7288  2.9591  1.2384  2.3753  2.4968  1.8710  1.4734  1.0605  0.4897  0.0678  0.0098  1.5977  2.0081
 211  0.778027  3.7283  2.9393  1.2563  2.3359  2.4547  1.8273  1.4288  1.0152  0.4429  0.0196 -0.0385  1.5534  1.9648
 212  0.778131  3.7278  2.9191  1.2744  2.2963  2.4124  1.7831  1.3837  0.9693  0.3953 -0.0293 -0.0875  1.5085  1.9211
 213  0.778232  3.7272  2.8987  1.2926  2.2564  2.3696  1.7385  1.3381  0.9227  0.3471 -0.0787 -0.1372  1.4632  1.8769
 214  0.778331  3.7266  2.8779  1.3112  2.2164  2.3265  1.6933  1.2919  0.8756  0.2983 -0.1288 -0.1875  1.4173  1.8322
 215  0.778426  3.7261  2.8571  1.3299  2.1756  2.2828  1.6475  1.2451  0.8279  0.2491 -0.1792 -0.2382  1.3708  1.7869
 216  0.778519  3.7255  2.8360  1.3488  2.1350  2.2390  1.6014  1.1979  0.7797  0.1993 -0.2303 -0.2895  1.3239  1.7413
 217  0.778539  3.7254  2.8314  1.3530  2.1260  2.2293  1.5913  1.1876  0.7692  0.1883 -0.2416 -0.3008  1.3136  1.7313
 218  0.778559  3.7253  2.8267  1.3571  2.1170  2.2196  1.5811  1.1772  0.7585  0.1773 -0.2529 -0.3121  1.3032  1.7213
 219  0.778578  3.7251  2.8219  1.3613  2.1081  2.2100  1.5709  1.1667  0.7478  0.1662 -0.2643 -0.3236  1.2927  1.7112
 220  0.778598  3.7250  2.8171  1.3655  2.0993  2.2004  1.5606  1.1562  0.7371  0.1551 -0.2757 -0.3351  1.2823  1.7011
 221  0.778617  3.7249  2.8123  1.3698  2.0903  2.1906  1.5503  1.1455  0.7261  0.1437 -0.2872 -0.3467  1.2718  1.6908
 222  0.778637  3.7247  2.8076  1.3740  2.0812  2.1808  1.5399  1.1349  0.7153  0.1325 -0.2987 -0.3583  1.2612  1.6806
 223  0.778656  3.7246  2.8028  1.3783  2.0720  2.1709  1.5295  1.1243  0.7044  0.1213 -0.3102 -0.3698  1.2507  1.6703
 224  0.778676  3.7245  2.7981  1.3826  2.0626  2.1607  1.5190  1.1135  0.6935  0.1100 -0.3218 -0.3814  1.2400  1.6599
 225  0.778695  3.7244  2.7934  1.3869  2.0531  2.1506  1.5085  1.1028  0.6825  0.0988 -0.3333 -0.3929  1.2292  1.6495
 226  0.778714  3.7243  2.7885  1.3912  2.0438  2.1406  1.4978  1.0920  0.6715  0.0874 -0.3449 -0.4046  1.2185  1.6391
 227  0.778898  3.7229  2.7392  1.4350  1.9511  2.0399  1.3913  0.9826  0.5595 -0.0285 -0.4635 -0.5239  1.1098  1.5338
 228  0.779065  3.7215  2.6905  1.4784  1.8599  1.9405  1.2860  0.8744  0.4488 -0.1431 -0.5810 -0.6421  1.0025  1.4298
 229  0.779215  3.7201  2.6427  1.5208  1.7704  1.8431  1.1829  0.7686  0.3406 -0.2552 -0.6962 -0.7578  0.8973  1.3280
 230  0.779360  3.7187  2.5921  1.5657  1.6758  1.7400  1.0738  0.6568  0.2263 -0.3738 -0.8181 -0.8803  0.7862  1.2203
 231  0.779494  3.7172  2.5415  1.6106  1.5819  1.6372  0.9648  0.5451  0.1121 -0.4926 -0.9405 -1.0032  0.6751  1.1128
 232  0.779609  3.7159  2.4936  1.6531  1.4935  1.5401  0.8620  0.4397  0.0042 -0.6048 -1.0563 -1.1194  0.5704  1.0112
 233  0.779717  3.7143  2.4438  1.6966  1.4053  1.4422  0.7568  0.3314 -0.1068 -0.7208 -1.1764 -1.2401  0.4629  0.9076
 234  0.779817  3.7126  2.3937  1.7400  1.3189  1.3453  0.6523  0.2238 -0.2175 -0.8367 -1.2965 -1.3609  0.3562  0.8048
 235  0.779908  3.7110  2.3442  1.7831  1.2341  1.2497  0.5490  0.1171 -0.3270 -0.9517 -1.4158 -1.4807  0.2503  0.7032
 236  0.779993  3.7093  2.2940  1.8266  1.1489  1.1532  0.4445  0.0094 -0.4380 -1.0679 -1.5366 -1.6021  0.1434  0.6005
 237  0.780069  3.7077  2.2445  1.8697  1.0660  1.0587  0.3416 -0.0969 -0.5473 -1.1827 -1.6558 -1.7218  0.0380  0.4993
 238  0.780139  3.7060  2.1958  1.9119  0.9857  0.9667  0.2409 -0.2014 -0.6550 -1.2955 -1.7724 -1.8392 -0.0656  0.4003
 239  0.780203  3.7044  2.1470  1.9540  0.9067  0.8753  0.1402 -0.3059 -0.7628 -1.4082 -1.8886 -1.9563 -0.1691  0.3016
 240  0.780263  3.7027  2.0982  1.9961  0.8290  0.7846  0.0398 -0.4104 -0.8706 -1.5210 -2.0047 -2.0734 -0.2725  0.2034
 241  0.780317  3.7011  2.0500  2.0379  0.7533  0.6955 -0.0595 -0.5137 -0.9776 -1.6327 -2.1196 -2.1893 -0.3747  0.1061
 242  0.780366  3.6995  2.0041  2.0777  0.6820  0.6111 -0.1539 -0.6123 -1.0794 -1.7391 -2.2290 -2.2996 -0.4722  0.0138
 243  0.780412  3.6978  1.9570  2.1178  0.6132  0.5277 -0.2485 -0.7112 -1.1821 -1.8471 -2.3407 -2.4123 -0.5700 -0.0785
 244  0.780452  3.6962  1.9128  2.1555  0.5496  0.4498 -0.3372 -0.8040 -1.2784 -1.9487 -2.4463 -2.5187 -0.6618 -0.1650
 245  0.780491  3.6947  1.8730  2.1893  0.4933  0.3802 -0.4166 -0.8872 -1.3647 -2.0400 -2.5412 -2.6144 -0.7440 -0.2424
 246  0.780527  3.6937  1.8464  2.2123  0.4539  0.3324 -0.4706 -0.9435 -1.4231 -2.1015 -2.6050 -2.6787 -0.7998 -0.2952
 247  0.780563  3.6934  1.8349  2.2224  0.4352  0.3104 -0.4949 -0.9687 -1.4490 -2.1284 -2.6329 -2.7066 -0.8247 -0.3189
 248  0.780599  3.6923  1.8024  2.2506  0.3872  0.2516 -0.5612 -1.0379 -1.5206 -2.2039 -2.7112 -2.7853 -0.8932 -0.3837
 249  0.780632  3.6904  1.7519  2.2935  0.3193  0.1654 -0.6607 -1.1425 -1.6294 -2.3192 -2.8316 -2.9066 -0.9965 -0.4805
 250  0.780663  3.6884  1.7015  2.3361  0.2528  0.0799 -0.7597 -1.2465 -1.7378 -2.4343 -2.9516 -3.0275 -1.0995 -0.5767
 251  0.780691  3.6866  1.6517  2.3783  0.1883 -0.0041 -0.8573 -1.3494 -1.8449 -2.5478 -3.0702 -3.1470 -1.2010 -0.6714
 252  0.780716  3.6848  1.6036  2.4190  0.1276 -0.0845 -0.9511 -1.4483 -1.9482 -2.6576 -3.1849 -3.2624 -1.2987 -0.7624
 253  0.780739  3.6830  1.5573  2.4583  0.0705 -0.1612 -1.0410 -1.5434 -2.0474 -2.7632 -3.2953 -3.3736 -1.3925 -0.8495
 254  0.780760  3.6812  1.5115  2.4970  0.0157 -0.2362 -1.1296 -1.6373 -2.1458 -2.8679 -3.4048 -3.4838 -1.4853 -0.9353
 255  0.780780  3.6793  1.4663  2.5350 -0.0335 -0.3073 -1.2154 -1.7288 -2.2418 -2.9707 -3.5128 -3.5927 -1.5755 -1.0178
 256  0.780797  3.6775  1.4221  2.5719 -0.0780 -0.3747 -1.2980 -1.8173 -2.3350 -3.0708 -3.6180 -3.6986 -1.6627 -1.0971
 257  0.780814  3.6757  1.3787  2.6081 -0.1196 -0.4396 -1.3785 -1.9040 -2.4266 -3.1690 -3.7209 -3.8026 -1.7480 -1.1743
 258  0.780829  3.6739  1.3357  2.6438 -0.1587 -0.5029 -1.4580 -1.9898 -2.5174 -3.2665 -3.8227 -3.9055 -1.8324 -1.2502
 259  0.780843  3.6721  1.2939  2.6785 -0.1946 -0.5632 -1.5346 -2.0728 -2.6053 -3.3608 -3.9210 -4.0051 -1.9140 -1.3231
 260  0.780856  3.6704  1.2526  2.7128 -0.2284 -0.6223 -1.6099 -2.1547 -2.6923 -3.4540 -4.0179 -4.1033 -1.9945 -1.3947
 261  0.780868  3.6686  1.2121  2.7464 -0.2602 -0.6795 -1.6833 -2.2347 -2.7772 -3.5453 -4.1130 -4.1995 -2.0731 -1.4644
 262  0.780878  3.6669  1.1727  2.7792 -0.2893 -0.7344 -1.7543 -2.3122 -2.8598 -3.6342 -4.2058 -4.2935 -2.1493 -1.5317
 263  0.780889  3.6653  1.1340  2.8111 -0.3165 -0.7875 -1.8234 -2.3877 -2.9404 -3.7213 -4.2971 -4.3857 -2.2236 -1.5971
 264  0.780898  3.6636  1.0957  2.8428 -0.3419 -0.8392 -1.8912 -2.4621 -3.0199 -3.8075 -4.3876 -4.4772 -2.2969 -1.6612
 265  0.780907  3.6620  1.0583  2.8737 -0.3652 -0.8889 -1.9569 -2.5342 -3.0970 -3.8912 -4.4760 -4.5663 -2.3678 -1.7230
 266  0.780915  3.6604  1.0216  2.9040 -0.3867 -0.9367 -2.0207 -2.6047 -3.1725 -3.9734 -4.5628 -4.6540 -2.4371 -1.7832
 267  0.780923  3.6588  0.9856  2.9335 -0.4046 -0.9819 -2.0824 -2.6731 -3.2461 -4.0540 -4.6481 -4.7402 -2.5044 -1.8410
 268  0.780930  3.6571  0.9498  2.9625 -0.4185 -1.0242 -2.1421 -2.7398 -3.3181 -4.1332 -4.7322 -4.8252 -2.5698 -1.8964
 269  0.780937  3.6554  0.9146  2.9911 -0.4303 -1.0649 -2.2003 -2.8052 -3.3891 -4.2114 -4.8152 -4.9092 -2.6340 -1.9505
 270  0.780943  3.6538  0.8799  3.0191 -0.4394 -1.1034 -2.2566 -2.8688 -3.4583 -4.2879 -4.8967 -4.9915 -2.6965 -2.0025
 271  0.780949  3.6521  0.8460  3.0465 -0.4465 -1.1402 -2.3110 -2.9306 -3.5256 -4.3626 -4.9762 -5.0720 -2.7572 -2.0525
 272  0.780955  3.6505  0.8125  3.0733 -0.4513 -1.1752 -2.3639 -2.9911 -3.5919 -4.4362 -5.0548 -5.1516 -2.8166 -2.1011
 273  0.780960  3.6489  0.7798  3.0996 -0.4542 -1.2084 -2.4150 -3.0497 -3.6563 -4.5081 -5.1315 -5.2292 -2.8741 -2.1478
 274  0.780965  3.6473  0.7476  3.1254 -0.4556 -1.2403 -2.4647 -3.1072 -3.7194 -4.5787 -5.2070 -5.3057 -2.9305 -2.1930
 275  0.780969  3.6457  0.7163  3.1505 -0.4557 -1.2705 -2.5126 -3.1627 -3.7806 -4.6472 -5.2805 -5.3800 -2.9849 -2.2364
 276  0.780974  3.6442  0.6857  3.1752 -0.4549 -1.2998 -2.5592 -3.2169 -3.8405 -4.7145 -5.3525 -5.4529 -3.0382 -2.2785
 277  0.780978  3.6428  0.6558  3.1990 -0.4531 -1.3276 -2.6042 -3.2693 -3.8987 -4.7798 -5.4225 -5.5239 -3.0899 -2.3190
 278  0.780982  3.6414  0.6273  3.2220 -0.4511 -1.3541 -2.6471 -3.3194 -3.9542 -4.8422 -5.4895 -5.5917 -3.1391 -2.3576
 279  0.780986  3.6402  0.6023  3.2421 -0.4496 -1.3775 -2.6848 -3.3636 -4.0030 -4.8971 -5.5482 -5.6511 -3.1825 -2.3916
