NUMBER OF AGES= 1 MAGS=10
----------------------------------------------------       
MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
 1.9380  0.2452 1.3168E-04 1.7223E-04  -2.00  -0.20 
----------------------------------------------------       
**PHOTOMETRIC SYSTEM**: Bessell UBV(RI)c + 2MASS JHKs + Kepler (Vega)
----------------------------------------------------       
AGE=13.000 EEPS=266
#EEP   M/Mo    LogTeff  LogG   LogL/Lo U       B       V       R       I       J       H       Ks      Kp      D51
 197  0.784587  3.7348  3.1852  1.0399  2.8139  2.9639  2.3566  1.9678  1.5639  1.0119  0.6056  0.5492  2.0901  2.4891
 198  0.784730  3.7343  3.1689  1.0544  2.7819  2.9299  2.3212  1.9317  1.5272  0.9737  0.5664  0.5097  2.0542  2.4541
 199  0.784873  3.7338  3.1526  1.0690  2.7496  2.8955  2.2855  1.8953  1.4901  0.9353  0.5267  0.4700  2.0180  2.4187
 200  0.785016  3.7334  3.1364  1.0837  2.7170  2.8609  2.2496  1.8588  1.4529  0.8967  0.4870  0.4302  1.9816  2.3830
 201  0.785157  3.7330  3.1199  1.0984  2.6840  2.8260  2.2133  1.8219  1.4154  0.8579  0.4471  0.3902  1.9449  2.3471
 202  0.785298  3.7326  3.1034  1.1133  2.6508  2.7907  2.1768  1.7847  1.3776  0.8188  0.4068  0.3498  1.9077  2.3109
 203  0.785436  3.7322  3.0865  1.1286  2.6167  2.7547  2.1395  1.7468  1.3391  0.7790  0.3659  0.3088  1.8700  2.2739
 204  0.785575  3.7318  3.0699  1.1437  2.5826  2.7185  2.1023  1.7090  1.3007  0.7394  0.3252  0.2679  1.8324  2.2370
 205  0.785708  3.7313  3.0525  1.1596  2.5469  2.6810  2.0635  1.6697  1.2608  0.6980  0.2828  0.2255  1.7932  2.1985
 206  0.785836  3.7309  3.0345  1.1759  2.5102  2.6421  2.0234  1.6289  1.2195  0.6553  0.2388  0.1815  1.7526  2.1587
 207  0.785960  3.7305  3.0162  1.1925  2.4728  2.6025  1.9825  1.5874  1.1773  0.6117  0.1940  0.1366  1.7112  2.1182
 208  0.786080  3.7300  2.9974  1.2096  2.4347  2.5621  1.9407  1.5450  1.1342  0.5671  0.1482  0.0907  1.6689  2.0767
 209  0.786198  3.7295  2.9781  1.2269  2.3966  2.5215  1.8984  1.5018  1.0903  0.5216  0.1013  0.0437  1.6260  2.0348
 210  0.786312  3.7290  2.9585  1.2445  2.3581  2.4803  1.8554  1.4581  1.0456  0.4754  0.0537 -0.0041  1.5824  1.9923
 211  0.786422  3.7285  2.9386  1.2624  2.3188  2.4384  1.8118  1.4136  1.0004  0.4286  0.0055 -0.0524  1.5382  1.9491
 212  0.786530  3.7280  2.9185  1.2804  2.2792  2.3960  1.7677  1.3686  0.9545  0.3810 -0.0433 -0.1014  1.4934  1.9054
 213  0.786635  3.7274  2.8981  1.2986  2.2394  2.3533  1.7231  1.3230  0.9080  0.3329 -0.0926 -0.1509  1.4481  1.8613
 214  0.786736  3.7268  2.8774  1.3172  2.1993  2.3103  1.6779  1.2769  0.8609  0.2842 -0.1427 -0.2012  1.4022  1.8166
 215  0.786836  3.7263  2.8565  1.3359  2.1588  2.2667  1.6323  1.2303  0.8134  0.2350 -0.1931 -0.2519  1.3558  1.7715
 216  0.786932  3.7257  2.8355  1.3548  2.1182  2.2229  1.5862  1.1831  0.7653  0.1852 -0.2442 -0.3031  1.3089  1.7259
 217  0.786953  3.7256  2.8308  1.3589  2.1093  2.2133  1.5760  1.1728  0.7547  0.1743 -0.2554 -0.3144  1.2986  1.7160
 218  0.786973  3.7255  2.8261  1.3631  2.1003  2.2036  1.5658  1.1623  0.7440  0.1632 -0.2667 -0.3258  1.2882  1.7058
 219  0.786994  3.7253  2.8213  1.3673  2.0914  2.1940  1.5556  1.1518  0.7332  0.1520 -0.2781 -0.3373  1.2778  1.6957
 220  0.787014  3.7252  2.8165  1.3715  2.0827  2.1844  1.5454  1.1413  0.7224  0.1408 -0.2897 -0.3490  1.2674  1.6857
 221  0.787034  3.7250  2.8116  1.3757  2.0738  2.1746  1.5351  1.1306  0.7115  0.1295 -0.3014 -0.3607  1.2568  1.6755
 222  0.787055  3.7249  2.8069  1.3800  2.0646  2.1648  1.5247  1.1200  0.7007  0.1183 -0.3129 -0.3722  1.2463  1.6652
 223  0.787075  3.7248  2.8022  1.3842  2.0554  2.1549  1.5143  1.1094  0.6898  0.1071 -0.3243 -0.3837  1.2356  1.6550
 224  0.787095  3.7246  2.7974  1.3885  2.0460  2.1448  1.5037  1.0986  0.6789  0.0958 -0.3358 -0.3953  1.2249  1.6445
 225  0.787114  3.7246  2.7927  1.3929  2.0363  2.1345  1.4931  1.0878  0.6679  0.0845 -0.3472 -0.4067  1.2142  1.6339
 226  0.787134  3.7244  2.7879  1.3972  2.0270  2.1245  1.4826  1.0770  0.6568  0.0732 -0.3588 -0.4185  1.2035  1.6235
 227  0.787321  3.7231  2.7399  1.4401  1.9360  2.0258  1.3783  0.9700  0.5474 -0.0400 -0.4748 -0.5350  1.0972  1.5205
 228  0.787500  3.7216  2.6894  1.4848  1.8420  1.9233  1.2696  0.8584  0.4331 -0.1584 -0.5962 -0.6571  0.9863  1.4133
 229  0.787653  3.7203  2.6424  1.5264  1.7541  1.8276  1.1683  0.7544  0.3268 -0.2686 -0.7093 -0.7707  0.8831  1.3133
 230  0.787802  3.7189  2.5926  1.5706  1.6616  1.7265  1.0611  0.6445  0.2143 -0.3854 -0.8294 -0.8914  0.7737  1.2075
 231  0.787943  3.7174  2.5414  1.6161  1.5662  1.6222  0.9506  0.5312  0.0984 -0.5057 -0.9532 -1.0159  0.6612  1.0984
 232  0.788059  3.7161  2.4945  1.6578  1.4790  1.5268  0.8496  0.4277 -0.0072 -0.6156 -1.0667 -1.1296  0.5584  0.9986
 233  0.788173  3.7145  2.4449  1.7011  1.3915  1.4294  0.7450  0.3202 -0.1176 -0.7310 -1.1861 -1.2496  0.4516  0.8957
 234  0.788278  3.7128  2.3945  1.7448  1.3047  1.3319  0.6400  0.2118 -0.2290 -0.8478 -1.3073 -1.3714  0.3440  0.7923
 235  0.788372  3.7112  2.3453  1.7874  1.2210  1.2374  0.5378  0.1063 -0.3375 -0.9616 -1.4254 -1.4902  0.2394  0.6917
 236  0.788459  3.7095  2.2954  1.8307  1.1362  1.1415  0.4338 -0.0009 -0.4479 -1.0772 -1.5455 -1.6108  0.1330  0.5895
 237  0.788540  3.7079  2.2456  1.8740  1.0526  1.0464  0.3303 -0.1079 -0.5579 -1.1928 -1.6654 -1.7314  0.0269  0.4878
 238  0.788613  3.7062  2.1972  1.9159  0.9729  0.9548  0.2302 -0.2116 -0.6648 -1.3048 -1.7813 -1.8480 -0.0759  0.3895
 239  0.788680  3.7046  2.1485  1.9579  0.8942  0.8638  0.1299 -0.3157 -0.7723 -1.4172 -1.8973 -1.9648 -0.1790  0.2912
 240  0.788742  3.7029  2.1001  1.9998  0.8168  0.7737  0.0301 -0.4196 -0.8796 -1.5294 -2.0127 -2.0813 -0.2818  0.1933
 241  0.788799  3.7013  2.0521  2.0413  0.7413  0.6850 -0.0688 -0.5225 -0.9859 -1.6405 -2.1270 -2.1965 -0.3837  0.0967
 242  0.788849  3.6997  2.0063  2.0809  0.6704  0.6008 -0.1628 -0.6206 -1.0874 -1.7465 -2.2359 -2.3065 -0.4807  0.0047
 243  0.788897  3.6980  1.9592  2.1211  0.6012  0.5172 -0.2576 -0.7198 -1.1901 -1.8546 -2.3477 -2.4192 -0.5787 -0.0878
 244  0.788940  3.6964  1.9152  2.1586  0.5379  0.4397 -0.3458 -0.8121 -1.2860 -1.9558 -2.4527 -2.5251 -0.6700 -0.1739
 245  0.788981  3.6948  1.8742  2.1935  0.4799  0.3681 -0.4276 -0.8978 -1.3749 -2.0497 -2.5506 -2.6236 -0.7546 -0.2536
 246  0.789019  3.6938  1.8442  2.2194  0.4361  0.3144 -0.4884 -0.9613 -1.4407 -2.1190 -2.6226 -2.6961 -0.8176 -0.3129
 247  0.789055  3.6935  1.8342  2.2284  0.4187  0.2944 -0.5101 -0.9837 -1.4637 -2.1428 -2.6471 -2.7207 -0.8397 -0.3343
 248  0.789093  3.6927  1.8084  2.2508  0.3792  0.2470 -0.5631 -1.0388 -1.5207 -2.2027 -2.7090 -2.7829 -0.8944 -0.3862
 249  0.789129  3.6907  1.7567  2.2945  0.3108  0.1595 -0.6645 -1.1455 -1.6318 -2.3206 -2.8323 -2.9072 -0.9997 -0.4848
 250  0.789160  3.6888  1.7067  2.3369  0.2447  0.0746 -0.7628 -1.2489 -1.7395 -2.4347 -2.9515 -3.0271 -1.1020 -0.5803
 251  0.789190  3.6869  1.6569  2.3792  0.1799 -0.0096 -0.8606 -1.3518 -1.8467 -2.5486 -3.0702 -3.1468 -1.2036 -0.6752
 252  0.789217  3.6851  1.6085  2.4200  0.1188 -0.0904 -0.9548 -1.4514 -1.9505 -2.6589 -3.1854 -3.2629 -1.3018 -0.7666
 253  0.789241  3.6833  1.5621  2.4593  0.0614 -0.1673 -1.0449 -1.5465 -2.0500 -2.7646 -3.2960 -3.3742 -1.3960 -0.8540
 254  0.789263  3.6815  1.5164  2.4981  0.0065 -0.2423 -1.1336 -1.6405 -2.1481 -2.8692 -3.4054 -3.4843 -1.4887 -0.9397
 255  0.789284  3.6797  1.4711  2.5361 -0.0435 -0.3140 -1.2197 -1.7321 -2.2443 -2.9721 -3.5135 -3.5931 -1.5790 -1.0226
 256  0.789302  3.6778  1.4269  2.5730 -0.0883 -0.3816 -1.3023 -1.8207 -2.3377 -3.0724 -3.6188 -3.6993 -1.6663 -1.1020
 257  0.789319  3.6760  1.3834  2.6093 -0.1302 -0.4467 -1.3832 -1.9076 -2.4295 -3.1709 -3.7220 -3.8035 -1.7519 -1.1795
 258  0.789335  3.6742  1.3404  2.6450 -0.1694 -0.5099 -1.4625 -1.9933 -2.5200 -3.2680 -3.8236 -3.9062 -1.8361 -1.2553
 259  0.789350  3.6724  1.2987  2.6796 -0.2055 -0.5703 -1.5389 -2.0762 -2.6079 -3.3623 -3.9218 -4.0057 -1.9177 -1.3281
 260  0.789363  3.6707  1.2574  2.7139 -0.2395 -0.6294 -1.6144 -2.1582 -2.6949 -3.4556 -4.0189 -4.1040 -1.9983 -1.3999
 261  0.789376  3.6689  1.2168  2.7476 -0.2714 -0.6869 -1.6880 -2.2383 -2.7801 -3.5471 -4.1141 -4.2005 -2.0771 -1.4698
 262  0.789386  3.6672  1.1775  2.7803 -0.3008 -0.7417 -1.7589 -2.3157 -2.8626 -3.6359 -4.2067 -4.2942 -2.1532 -1.5369
 263  0.789397  3.6656  1.1388  2.8122 -0.3281 -0.7948 -1.8280 -2.3913 -2.9431 -3.7228 -4.2979 -4.3863 -2.2275 -1.6023
 264  0.789407  3.6639  1.1005  2.8439 -0.3536 -0.8466 -1.8959 -2.4656 -3.0226 -3.8089 -4.3883 -4.4777 -2.3006 -1.6665
 265  0.789416  3.6623  1.0631  2.8748 -0.3771 -0.8964 -1.9616 -2.5379 -3.0998 -3.8929 -4.4769 -4.5671 -2.3717 -1.7285
 266  0.789425  3.6607  1.0264  2.9051 -0.3987 -0.9443 -2.0256 -2.6085 -3.1753 -3.9751 -4.5637 -4.6547 -2.4410 -1.7887
 267  0.789433  3.6591  0.9904  2.9346 -0.4174 -0.9898 -2.0875 -2.6769 -3.2489 -4.0555 -4.6487 -4.7406 -2.5083 -1.8466
 268  0.789441  3.6574  0.9548  2.9635 -0.4312 -1.0320 -2.1468 -2.7433 -3.3208 -4.1345 -4.7326 -4.8254 -2.5736 -1.9020
 269  0.789448  3.6557  0.9194  2.9922 -0.4434 -1.0729 -2.2053 -2.8090 -3.3919 -4.2129 -4.8158 -4.9096 -2.6380 -1.9563
 270  0.789455  3.6541  0.8848  3.0202 -0.4528 -1.1117 -2.2617 -2.8727 -3.4611 -4.2894 -4.8973 -4.9920 -2.7005 -2.0083
 271  0.789461  3.6524  0.8509  3.0475 -0.4601 -1.1484 -2.3161 -2.9345 -3.5285 -4.3641 -4.9769 -5.0724 -2.7612 -2.0585
 272  0.789467  3.6508  0.8174  3.0745 -0.4649 -1.1835 -2.3692 -2.9951 -3.5948 -4.4378 -5.0554 -5.1520 -2.8206 -2.1071
 273  0.789472  3.6492  0.7847  3.1006 -0.4681 -1.2169 -2.4203 -3.0537 -3.6592 -4.5096 -5.1321 -5.2296 -2.8782 -2.1538
 274  0.789477  3.6476  0.7526  3.1264 -0.4696 -1.2487 -2.4700 -3.1110 -3.7222 -4.5801 -5.2075 -5.3059 -2.9345 -2.1991
 275  0.789482  3.6460  0.7213  3.1514 -0.4698 -1.2791 -2.5177 -3.1664 -3.7833 -4.6484 -5.2808 -5.3801 -2.9889 -2.2425
 276  0.789487  3.6445  0.6906  3.1761 -0.4691 -1.3084 -2.5645 -3.2207 -3.8433 -4.7157 -5.3528 -5.4531 -3.0423 -2.2847
 277  0.789491  3.6431  0.6607  3.2001 -0.4672 -1.3361 -2.6095 -3.2731 -3.9014 -4.7812 -5.4230 -5.5241 -3.0938 -2.3252
 278  0.789495  3.6416  0.6322  3.2229 -0.4651 -1.3625 -2.6523 -3.3233 -3.9569 -4.8435 -5.4899 -5.5918 -3.1430 -2.3637
 279  0.789718  3.6405  0.6079  3.2426 -0.4646 -1.3859 -2.6894 -3.3665 -4.0047 -4.8972 -5.5473 -5.6500 -3.1856 -2.3972
