NUMBER OF AGES= 1 MAGS=10
----------------------------------------------------       
MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
 1.9380  0.2452 1.3168E-04 1.7223E-04  -2.00  -0.20 
----------------------------------------------------       
**PHOTOMETRIC SYSTEM**: Bessell UBV(RI)c + 2MASS JHKs + Kepler (Vega)
----------------------------------------------------       
AGE= 7.000 EEPS=268
#EEP   M    LogTeff  LogG   LogL U       B       V       R       I       J       H       Ks      Kp      D51
 195  0.946207  3.7405  3.1708  1.1586  2.4657  2.6335  2.0502  1.6725  1.2787  0.7409  0.3435  0.2919  1.7916  2.1772
 196  0.946373  3.7397  3.1547  1.1718  2.4394  2.6043  2.0184  1.6395  1.2444  0.7046  0.3057  0.2537  1.7589  2.1460
 197  0.946539  3.7390  3.1388  1.1849  2.4127  2.5748  1.9866  1.6064  1.2103  0.6685  0.2681  0.2157  1.7262  2.1148
 198  0.946704  3.7384  3.1230  1.1982  2.3854  2.5449  1.9544  1.5733  1.1761  0.6324  0.2306  0.1779  1.6932  2.0832
 199  0.946867  3.7378  3.1072  1.2115  2.3577  2.5147  1.9222  1.5400  1.1418  0.5964  0.1932  0.1402  1.6602  2.0515
 200  0.947030  3.7372  3.0916  1.2249  2.3296  2.4842  1.8898  1.5066  1.1075  0.5603  0.1558  0.1025  1.6271  2.0195
 201  0.947192  3.7366  3.0760  1.2384  2.3010  2.4533  1.8571  1.4729  1.0730  0.5242  0.1184  0.0649  1.5937  1.9873
 202  0.947354  3.7361  3.0603  1.2518  2.2724  2.4223  1.8243  1.4393  1.0385  0.4881  0.0810  0.0273  1.5603  1.9549
 203  0.947514  3.7355  3.0448  1.2654  2.2433  2.3910  1.7913  1.4054  1.0039  0.4519  0.0435 -0.0103  1.5267  1.9222
 204  0.947674  3.7350  3.0292  1.2790  2.2139  2.3593  1.7580  1.3714  0.9690  0.4155  0.0060 -0.0481  1.4929  1.8894
 205  0.947831  3.7345  3.0136  1.2927  2.1844  2.3276  1.7247  1.3373  0.9341  0.3792 -0.0317 -0.0859  1.4589  1.8565
 206  0.947989  3.7340  2.9979  1.3065  2.1547  2.2957  1.6912  1.3029  0.8991  0.3426 -0.0695 -0.1238  1.4248  1.8234
 207  0.948145  3.7335  2.9821  1.3203  2.1250  2.2637  1.6574  1.2685  0.8638  0.3057 -0.1076 -0.1622  1.3905  1.7900
 208  0.948300  3.7330  2.9662  1.3342  2.0952  2.2315  1.6237  1.2339  0.8283  0.2687 -0.1459 -0.2006  1.3560  1.7567
 209  0.948453  3.7325  2.9503  1.3482  2.0652  2.1991  1.5897  1.1990  0.7927  0.2316 -0.1844 -0.2392  1.3214  1.7231
 210  0.948606  3.7320  2.9342  1.3622  2.0350  2.1666  1.5554  1.1640  0.7568  0.1941 -0.2231 -0.2781  1.2866  1.6892
 211  0.948756  3.7315  2.9181  1.3764  2.0043  2.1335  1.5209  1.1287  0.7208  0.1566 -0.2619 -0.3170  1.2514  1.6551
 212  0.948900  3.7310  2.9017  1.3908  1.9732  2.1000  1.4855  1.0926  0.6839  0.1181 -0.3016 -0.3569  1.2156  1.6202
 213  0.949041  3.7305  2.8850  1.4056  1.9414  2.0657  1.4497  1.0558  0.6464  0.0792 -0.3419 -0.3973  1.1791  1.5848
 214  0.949176  3.7300  2.8681  1.4206  1.9093  2.0310  1.4132  1.0185  0.6082  0.0394 -0.3827 -0.4384  1.1419  1.5487
 215  0.949308  3.7295  2.8509  1.4358  1.8768  1.9959  1.3762  0.9807  0.5695 -0.0008 -0.4242 -0.4800  1.1043  1.5122
 216  0.949435  3.7289  2.8336  1.4510  1.8440  1.9605  1.3389  0.9424  0.5304 -0.0414 -0.4660 -0.5220  1.0663  1.4753
 217  0.949466  3.7288  2.8294  1.4548  1.8360  1.9518  1.3297  0.9331  0.5209 -0.0514 -0.4763 -0.5324  1.0570  1.4663
 218  0.949497  3.7287  2.8251  1.4586  1.8279  1.9430  1.3206  0.9236  0.5112 -0.0614 -0.4866 -0.5427  1.0476  1.4572
 219  0.949527  3.7285  2.8208  1.4624  1.8198  1.9343  1.3113  0.9141  0.5015 -0.0715 -0.4969 -0.5531  1.0382  1.4480
 220  0.949557  3.7284  2.8163  1.4663  1.8116  1.9255  1.3019  0.9045  0.4916 -0.0817 -0.5074 -0.5638  1.0286  1.4388
 221  0.949587  3.7283  2.8120  1.4701  1.8035  1.9166  1.2926  0.8949  0.4818 -0.0919 -0.5180 -0.5743  1.0191  1.4296
 222  0.949618  3.7281  2.8076  1.4740  1.7953  1.9076  1.2831  0.8852  0.4719 -0.1023 -0.5286 -0.5849  1.0095  1.4203
 223  0.949647  3.7280  2.8032  1.4779  1.7870  1.8987  1.2736  0.8755  0.4619 -0.1125 -0.5391 -0.5955  0.9999  1.4108
 224  0.949677  3.7279  2.7988  1.4818  1.7786  1.8897  1.2641  0.8658  0.4520 -0.1229 -0.5498 -0.6063  0.9901  1.4015
 225  0.949707  3.7278  2.7944  1.4856  1.7704  1.8807  1.2547  0.8560  0.4421 -0.1333 -0.5604 -0.6169  0.9805  1.3922
 226  0.949737  3.7276  2.7900  1.4895  1.7621  1.8717  1.2452  0.8462  0.4321 -0.1436 -0.5711 -0.6277  0.9708  1.3828
 227  0.950059  3.7261  2.7391  1.5345  1.6672  1.7686  1.1359  0.7342  0.3173 -0.2627 -0.6931 -0.7505  0.8594  1.2749
 228  0.950312  3.7248  2.6958  1.5727  1.5868  1.6809  1.0426  0.6383  0.2191 -0.3644 -0.7973 -0.8554  0.7643  1.1829
 229  0.950547  3.7235  2.6525  1.6108  1.5071  1.5938  0.9500  0.5429  0.1213 -0.4657 -0.9012 -0.9600  0.6697  1.0916
 230  0.950766  3.7222  2.6090  1.6493  1.4273  1.5064  0.8569  0.4472  0.0231 -0.5675 -1.0058 -1.0652  0.5746  0.9998
 231  0.950988  3.7208  2.5619  1.6908  1.3410  1.4118  0.7562  0.3437 -0.0829 -0.6778 -1.1192 -1.1791  0.4719  0.9005
 232  0.951174  3.7195  2.5195  1.7281  1.2637  1.3269  0.6658  0.2508 -0.1780 -0.7768 -1.2211 -1.2817  0.3796  0.8113
 233  0.951358  3.7180  2.4738  1.7680  1.1821  1.2366  0.5691  0.1513 -0.2801 -0.8835 -1.3314 -1.3925  0.2809  0.7161
 234  0.951526  3.7165  2.4289  1.8068  1.1044  1.1497  0.4756  0.0549 -0.3792 -0.9873 -1.4392 -1.5009  0.1852  0.6241
 235  0.951690  3.7149  2.3817  1.8477  1.0233  1.0588  0.3775 -0.0464 -0.4834 -1.0965 -1.5525 -1.6148  0.0847  0.5275
 236  0.951829  3.7134  2.3385  1.8851  0.9500  0.9760  0.2878 -0.1389 -0.5786 -1.1965 -1.6563 -1.7192 -0.0072  0.4394
 237  0.951964  3.7118  2.2935  1.9238  0.8745  0.8905  0.1949 -0.2349 -0.6775 -1.3004 -1.7643 -1.8277 -0.1023  0.3482
 238  0.952092  3.7102  2.2477  1.9634  0.7983  0.8036  0.1002 -0.3328 -0.7783 -1.4064 -1.8745 -1.9385 -0.1994  0.2551
 239  0.952208  3.7087  2.2031  2.0017  0.7251  0.7198  0.0088 -0.4275 -0.8760 -1.5090 -1.9812 -2.0457 -0.2933  0.1653
 240  0.952313  3.7072  2.1601  2.0387  0.6555  0.6393 -0.0796 -0.5192 -0.9706 -1.6085 -2.0844 -2.1496 -0.3841  0.0786
 241  0.952413  3.7056  2.1164  2.0763  0.5857  0.5583 -0.1692 -0.6123 -1.0667 -1.7092 -2.1884 -2.2545 -0.4763 -0.0092
 242  0.952506  3.7041  2.0726  2.1140  0.5167  0.4776 -0.2590 -0.7058 -1.1634 -1.8104 -2.2926 -2.3596 -0.5688 -0.0971
 243  0.952590  3.7026  2.0304  2.1504  0.4511  0.4002 -0.3454 -0.7959 -1.2567 -1.9080 -2.3931 -2.4609 -0.6580 -0.1817
 244  0.952673  3.7010  1.9864  2.1879  0.3847  0.3209 -0.4346 -0.8892 -1.3533 -2.0092 -2.4971 -2.5660 -0.7501 -0.2687
 245  0.952745  3.6995  1.9452  2.2229  0.3254  0.2487 -0.5169 -0.9756 -1.4431 -2.1035 -2.5945 -2.6644 -0.8354 -0.3490
 246  0.952813  3.6979  1.9032  2.2585  0.2659  0.1756 -0.6005 -1.0633 -1.5342 -2.1996 -2.6941 -2.7649 -0.9221 -0.4304
 247  0.952878  3.6963  1.8625  2.2931  0.2089  0.1049 -0.6814 -1.1482 -1.6225 -2.2930 -2.7913 -2.8629 -1.0060 -0.5093
 248  0.952937  3.6949  1.8250  2.3247  0.1573  0.0405 -0.7555 -1.2260 -1.7034 -2.3787 -2.8804 -2.9528 -1.0829 -0.5814
 249  0.952992  3.6936  1.7936  2.3513  0.1145 -0.0134 -0.8175 -1.2911 -1.7711 -2.4503 -2.9552 -3.0281 -1.1471 -0.6417
 250  0.953047  3.6932  1.7807  2.3626  0.0946 -0.0373 -0.8443 -1.3190 -1.7998 -2.4805 -2.9864 -3.0595 -1.1748 -0.6679
 251  0.953102  3.6940  1.7940  2.3522  0.1077 -0.0182 -0.8206 -1.2936 -1.7730 -2.4514 -2.9557 -3.0283 -1.1498 -0.6452
 252  0.953161  3.6926  1.7577  2.3829  0.0580 -0.0809 -0.8926 -1.3691 -1.8515 -2.5345 -3.0423 -3.1155 -1.2245 -0.7153
 253  0.953216  3.6906  1.7087  2.4243 -0.0062 -0.1634 -0.9885 -1.4701 -1.9567 -2.6462 -3.1591 -3.2332 -1.3242 -0.8085
 254  0.953266  3.6888  1.6618  2.4639 -0.0668 -0.2421 -1.0802 -1.5666 -2.0574 -2.7532 -3.2708 -3.3457 -1.4196 -0.8974
 255  0.953311  3.6870  1.6162  2.5024 -0.1244 -0.3180 -1.1689 -1.6603 -2.1552 -2.8571 -3.3793 -3.4550 -1.5120 -0.9835
 256  0.953353  3.6853  1.5710  2.5405 -0.1804 -0.3927 -1.2564 -1.7528 -2.2519 -2.9600 -3.4868 -3.5633 -1.6034 -1.0684
 257  0.953391  3.6836  1.5281  2.5768 -0.2324 -0.4632 -1.3397 -1.8409 -2.3440 -3.0580 -3.5893 -3.6666 -1.6904 -1.1488
 258  0.953427  3.6819  1.4856  2.6124 -0.2810 -0.5312 -1.4207 -1.9271 -2.4343 -3.1545 -3.6903 -3.7683 -1.7753 -1.2271
 259  0.953460  3.6801  1.4435  2.6475 -0.3248 -0.5959 -1.4995 -2.0114 -2.5232 -3.2498 -3.7906 -3.8693 -1.8585 -1.3030
 260  0.953490  3.6784  1.4025  2.6816 -0.3651 -0.6576 -1.5757 -2.0932 -2.6094 -3.3425 -3.8880 -3.9677 -1.9390 -1.3759
 261  0.953517  3.6766  1.3628  2.7147 -0.4026 -0.7166 -1.6492 -2.1725 -2.6931 -3.4325 -3.9824 -4.0630 -2.0170 -1.4463
 262  0.953543  3.6749  1.3235  2.7471 -0.4375 -0.7736 -1.7213 -2.2504 -2.7757 -3.5212 -4.0752 -4.1568 -2.0936 -1.5151
 263  0.953567  3.6733  1.2848  2.7792 -0.4701 -0.8290 -1.7919 -2.3270 -2.8569 -3.6084 -4.1662 -4.2489 -2.1689 -1.5822
 264  0.953590  3.6716  1.2468  2.8107 -0.5005 -0.8825 -1.8609 -2.4021 -2.9367 -3.6942 -4.2555 -4.3395 -2.2427 -1.6478
 265  0.953610  3.6700  1.2098  2.8411 -0.5291 -0.9342 -1.9275 -2.4749 -3.0141 -3.7773 -4.3421 -4.4273 -2.3142 -1.7111
 266  0.953630  3.6684  1.1731  2.8715 -0.5561 -0.9850 -1.9934 -2.5468 -3.0908 -3.8599 -4.4281 -4.5144 -2.3849 -1.7735
 267  0.953648  3.6669  1.1375  2.9009 -0.5808 -1.0336 -2.0570 -2.6164 -3.1650 -3.9402 -4.5121 -4.5993 -2.4533 -1.8335
 268  0.953665  3.6653  1.1025  2.9298 -0.6041 -1.0807 -2.1189 -2.6844 -3.2377 -4.0187 -4.5946 -4.6827 -2.5201 -1.8921
 269  0.953681  3.6638  1.0681  2.9581 -0.6255 -1.1263 -2.1793 -2.7507 -3.3087 -4.0958 -4.6758 -4.7647 -2.5853 -1.9490
 270  0.953696  3.6623  1.0343  2.9858 -0.6452 -1.1703 -2.2380 -2.8154 -3.3780 -4.1713 -4.7556 -4.8453 -2.6489 -2.0043
 271  0.953710  3.6608  1.0012  3.0130 -0.6632 -1.2125 -2.2952 -2.8786 -3.4459 -4.2454 -4.8339 -4.9243 -2.7110 -2.0580
 272  0.953723  3.6593  0.9684  3.0396 -0.6768 -1.2517 -2.3502 -2.9400 -3.5121 -4.3182 -4.9110 -5.0024 -2.7713 -2.1091
 273  0.953736  3.6577  0.9359  3.0660 -0.6884 -1.2896 -2.4040 -3.0004 -3.5775 -4.3903 -4.9876 -5.0799 -2.8306 -2.1592
 274  0.953747  3.6562  0.9041  3.0915 -0.6976 -1.3252 -2.4556 -3.0587 -3.6409 -4.4603 -5.0622 -5.1551 -2.8878 -2.2071
 275  0.953759  3.6547  0.8726  3.1168 -0.7052 -1.3598 -2.5065 -3.1163 -3.7037 -4.5298 -5.1361 -5.2300 -2.9443 -2.2539
 276  0.953769  3.6532  0.8421  3.1413 -0.7110 -1.3922 -2.5551 -3.1716 -3.7641 -4.5968 -5.2075 -5.3023 -2.9986 -2.2987
 277  0.953779  3.6517  0.8124  3.1651 -0.7146 -1.4228 -2.6019 -3.2250 -3.8226 -4.6620 -5.2772 -5.3728 -3.0510 -2.3415
 278  0.953788  3.6502  0.7836  3.1881 -0.7166 -1.4517 -2.6466 -3.2765 -3.8792 -4.7252 -5.3446 -5.4411 -3.1015 -2.3822
