NUMBER OF AGES= 1 MAGS=10
----------------------------------------------------       
MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
 1.9380  0.2452 1.3168E-04 1.7223E-04  -2.00  -0.20 
----------------------------------------------------       
**PHOTOMETRIC SYSTEM**: Bessell UBV(RI)c + 2MASS JHKs + Kepler (Vega)
----------------------------------------------------       
AGE=12.000 EEPS=267
#EEP   M    LogTeff  LogG   LogL U       B       V       R       I       J       H       Ks      Kp      D51
 197  0.803515  3.7354  3.1807  1.0572  2.7651  2.9170  2.3125  1.9250  1.5221  0.9716  0.5662  0.5104  2.0468  2.4444
 198  0.803668  3.7349  3.1644  1.0716  2.7333  2.8832  2.2771  1.8888  1.4853  0.9333  0.5267  0.4707  2.0109  2.4094
 199  0.803821  3.7344  3.1481  1.0862  2.7013  2.8490  2.2415  1.8524  1.4483  0.8949  0.4871  0.4310  1.9748  2.3741
 200  0.803973  3.7340  3.1316  1.1009  2.6688  2.8145  2.2056  1.8158  1.4110  0.8562  0.4473  0.3910  1.9383  2.3385
 201  0.804123  3.7335  3.1151  1.1158  2.6359  2.7795  2.1693  1.7788  1.3732  0.8170  0.4071  0.3506  1.9015  2.3025
 202  0.804273  3.7331  3.0984  1.1307  2.6028  2.7443  2.1326  1.7415  1.3352  0.7776  0.3664  0.3099  1.8642  2.2662
 203  0.804420  3.7326  3.0817  1.1458  2.5691  2.7085  2.0956  1.7038  1.2970  0.7381  0.3257  0.2690  1.8268  2.2296
 204  0.804571  3.7322  3.0653  1.1606  2.5358  2.6734  2.0592  1.6669  1.2594  0.6992  0.2858  0.2290  1.7900  2.1935
 205  0.804716  3.7318  3.0482  1.1762  2.5010  2.6365  2.0210  1.6282  1.2201  0.6585  0.2439  0.1871  1.7513  2.1556
 206  0.804854  3.7314  3.0304  1.1922  2.4650  2.5984  1.9817  1.5881  1.1795  0.6165  0.2008  0.1437  1.7115  2.1166
 207  0.804989  3.7309  3.0124  1.2086  2.4284  2.5596  1.9416  1.5474  1.1381  0.5737  0.1567  0.0997  1.6709  2.0768
 208  0.805120  3.7305  2.9938  1.2254  2.3911  2.5199  1.9005  1.5056  1.0956  0.5298  0.1115  0.0543  1.6293  2.0361
 209  0.805246  3.7299  2.9747  1.2425  2.3537  2.4799  1.8589  1.4631  1.0524  0.4848  0.0651  0.0079  1.5871  1.9948
 210  0.805370  3.7294  2.9554  1.2598  2.3155  2.4392  1.8165  1.4200  1.0083  0.4393  0.0183 -0.0391  1.5441  1.9529
 211  0.805489  3.7289  2.9358  1.2773  2.2771  2.3981  1.7735  1.3762  0.9637  0.3930 -0.0294 -0.0870  1.5005  1.9103
 212  0.805606  3.7284  2.9160  1.2951  2.2381  2.3564  1.7300  1.3319  0.9185  0.3461 -0.0776 -0.1353  1.4563  1.8673
 213  0.805719  3.7278  2.8959  1.3131  2.1988  2.3142  1.6860  1.2870  0.8727  0.2987 -0.1262 -0.1841  1.4116  1.8238
 214  0.805829  3.7273  2.8755  1.3314  2.1594  2.2718  1.6415  1.2414  0.8263  0.2507 -0.1755 -0.2337  1.3664  1.7798
 215  0.805938  3.7267  2.8548  1.3498  2.1196  2.2290  1.5966  1.1954  0.7795  0.2021 -0.2255 -0.2837  1.3207  1.7353
 216  0.806042  3.7261  2.8340  1.3684  2.0796  2.1858  1.5512  1.1490  0.7319  0.1531 -0.2758 -0.3343  1.2746  1.6905
 217  0.806065  3.7260  2.8293  1.3726  2.0707  2.1762  1.5411  1.1386  0.7213  0.1419 -0.2871 -0.3457  1.2642  1.6805
 218  0.806087  3.7259  2.8246  1.3768  2.0616  2.1664  1.5308  1.1281  0.7106  0.1308 -0.2985 -0.3572  1.2538  1.6703
 219  0.806110  3.7257  2.8198  1.3810  2.0527  2.1568  1.5204  1.1176  0.6998  0.1197 -0.3100 -0.3687  1.2432  1.6602
 220  0.806133  3.7256  2.8149  1.3852  2.0440  2.1472  1.5102  1.1070  0.6889  0.1083 -0.3217 -0.3805  1.2327  1.6500
 221  0.806156  3.7254  2.8100  1.3895  2.0352  2.1375  1.4998  1.0962  0.6778  0.0969 -0.3334 -0.3924  1.2222  1.6398
 222  0.806177  3.7253  2.8050  1.3938  2.0260  2.1276  1.4894  1.0855  0.6669  0.0855 -0.3451 -0.4040  1.2115  1.6295
 223  0.806200  3.7252  2.8003  1.3981  2.0167  2.1176  1.4790  1.0749  0.6560  0.0743 -0.3565 -0.4156  1.2009  1.6192
 224  0.806222  3.7250  2.7956  1.4024  2.0071  2.1073  1.4683  1.0640  0.6450  0.0629 -0.3681 -0.4273  1.1901  1.6086
 225  0.806244  3.7250  2.7909  1.4067  1.9974  2.0970  1.4576  1.0532  0.6340  0.0517 -0.3796 -0.4387  1.1792  1.5981
 226  0.806266  3.7248  2.7861  1.4111  1.9880  2.0869  1.4470  1.0422  0.6230  0.0403 -0.3913 -0.4504  1.1685  1.5875
 227  0.806468  3.7235  2.7391  1.4530  1.8991  1.9905  1.3451  0.9377  0.5159 -0.0704 -0.5045 -0.5643  1.0646  1.4868
 228  0.806654  3.7221  2.6919  1.4946  1.8117  1.8952  1.2438  0.8336  0.4093 -0.1808 -0.6179 -0.6783  0.9613  1.3870
 229  0.806836  3.7207  2.6416  1.5393  1.7173  1.7925  1.1352  0.7222  0.2953 -0.2990 -0.7391 -0.8001  0.8506  1.2797
 230  0.806988  3.7193  2.5956  1.5800  1.6327  1.6998  1.0365  0.6209  0.1915 -0.4068 -0.8499 -0.9116  0.7500  1.1825
 231  0.807136  3.7180  2.5478  1.6226  1.5425  1.6016  0.9328  0.5147  0.0831 -0.5193 -0.9656 -1.0277  0.6444  1.0800
 232  0.807268  3.7166  2.5005  1.6644  1.4555  1.5060  0.8315  0.4108 -0.0232 -0.6299 -1.0798 -1.1424  0.5412  0.9800
 233  0.807395  3.7150  2.4510  1.7076  1.3685  1.4092  0.7275  0.3037 -0.1331 -0.7449 -1.1989 -1.2620  0.4349  0.8775
 234  0.807509  3.7135  2.4030  1.7495  1.2842  1.3150  0.6264  0.1996 -0.2399 -0.8567 -1.3147 -1.3784  0.3314  0.7780
 235  0.807616  3.7118  2.3535  1.7922  1.2009  1.2208  0.5242  0.0941 -0.3487 -0.9708 -1.4332 -1.4977  0.2267  0.6775
 236  0.807711  3.7102  2.3057  1.8337  1.1194  1.1288  0.4246 -0.0087 -0.4544 -1.0817 -1.5485 -1.6134  0.1248  0.5796
 237  0.807801  3.7086  2.2573  1.8757  1.0381  1.0363  0.3241 -0.1126 -0.5613 -1.1939 -1.6649 -1.7305  0.0218  0.4807
 238  0.807884  3.7069  2.2085  1.9178  0.9576  0.9440  0.2233 -0.2170 -0.6688 -1.3067 -1.7819 -1.8480 -0.0817  0.3817
 239  0.807957  3.7053  2.1614  1.9585  0.8810  0.8557  0.1261 -0.3177 -0.7727 -1.4155 -1.8942 -1.9612 -0.1815  0.2864
 240  0.808027  3.7037  2.1142  1.9993  0.8053  0.7676  0.0287 -0.4189 -0.8773 -1.5248 -2.0068 -2.0747 -0.2816  0.1911
 241  0.808090  3.7021  2.0673  2.0398  0.7313  0.6810 -0.0676 -0.5193 -0.9809 -1.6332 -2.1184 -2.1872 -0.3810  0.0967
 242  0.808147  3.7006  2.0223  2.0788  0.6612  0.5981 -0.1602 -0.6158 -1.0807 -1.7374 -2.2255 -2.2953 -0.4765  0.0062
 243  0.808202  3.6989  1.9761  2.1184  0.5920  0.5150 -0.2539 -0.7139 -1.1824 -1.8440 -2.3351 -2.4061 -0.5734 -0.0853
 244  0.808251  3.6972  1.9307  2.1570  0.5265  0.4351 -0.3448 -0.8090 -1.2810 -1.9480 -2.4431 -2.5149 -0.6674 -0.1740
 245  0.808296  3.6957  1.8888  2.1927  0.4669  0.3617 -0.4286 -0.8968 -1.3721 -2.0443 -2.5433 -2.6158 -0.7542 -0.2557
 246  0.808339  3.6943  1.8515  2.2245  0.4142  0.2966 -0.5030 -0.9747 -1.4530 -2.1298 -2.6322 -2.7054 -0.8312 -0.3282
 247  0.808379  3.6936  1.8305  2.2427  0.3829  0.2585 -0.5459 -1.0194 -1.4994 -2.1785 -2.6827 -2.7562 -0.8755 -0.3701
 248  0.808419  3.6935  1.8255  2.2474  0.3728  0.2474 -0.5574 -1.0311 -1.5112 -2.1906 -2.6951 -2.7686 -0.8872 -0.3815
 249  0.808460  3.6920  1.7848  2.2822  0.3151  0.1758 -0.6390 -1.1166 -1.6000 -2.2843 -2.7926 -2.8668 -0.9717 -0.4612
 250  0.808498  3.6901  1.7348  2.3246  0.2482  0.0905 -0.7376 -1.2202 -1.7078 -2.3986 -2.9120 -2.9869 -1.0741 -0.5570
 251  0.808531  3.6882  1.6860  2.3659  0.1845  0.0082 -0.8331 -1.3207 -1.8125 -2.5098 -3.0279 -3.1037 -1.1734 -0.6498
 252  0.808562  3.6864  1.6379  2.4068  0.1226 -0.0728 -0.9274 -1.4201 -1.9162 -2.6198 -3.1430 -3.2196 -1.2716 -0.7412
 253  0.808591  3.6846  1.5905  2.4468  0.0631 -0.1517 -1.0196 -1.5175 -2.0177 -2.7279 -3.2557 -3.3332 -1.3678 -0.8307
 254  0.808617  3.6829  1.5456  2.4848  0.0083 -0.2258 -1.1067 -1.6096 -2.1140 -2.8302 -3.3628 -3.4410 -1.4587 -0.9149
 255  0.808641  3.6811  1.5006  2.5228 -0.0448 -0.2989 -1.1934 -1.7015 -2.2102 -2.9328 -3.4701 -3.5490 -1.5495 -0.9987
 256  0.808663  3.6792  1.4567  2.5596 -0.0915 -0.3674 -1.2763 -1.7901 -2.3034 -3.0327 -3.5751 -3.6549 -1.6368 -1.0786
 257  0.808682  3.6774  1.4130  2.5959 -0.1349 -0.4336 -1.3577 -1.8773 -2.3954 -3.1315 -3.6789 -3.7595 -1.7227 -1.1566
 258  0.808700  3.6757  1.3708  2.6312 -0.1752 -0.4967 -1.4362 -1.9618 -2.4846 -3.2272 -3.7792 -3.8608 -1.8058 -1.2318
 259  0.808717  3.6739  1.3290  2.6659 -0.2126 -0.5577 -1.5130 -2.0450 -2.5726 -3.3217 -3.8779 -3.9606 -1.8876 -1.3052
 260  0.808733  3.6722  1.2879  2.7000 -0.2474 -0.6168 -1.5881 -2.1265 -2.6590 -3.4144 -3.9745 -4.0585 -1.9677 -1.3767
 261  0.808748  3.6704  1.2476  2.7334 -0.2805 -0.6744 -1.6617 -2.2065 -2.7439 -3.5054 -4.0692 -4.1544 -2.0463 -1.4467
 262  0.808761  3.6688  1.2084  2.7659 -0.3107 -0.7293 -1.7325 -2.2837 -2.8260 -3.5937 -4.1611 -4.2475 -2.1221 -1.5138
 263  0.808774  3.6671  1.1695  2.7981 -0.3394 -0.7834 -1.8024 -2.3599 -2.9073 -3.6812 -4.2525 -4.3400 -2.1972 -1.5800
 264  0.808786  3.6654  1.1317  2.8293 -0.3655 -0.8350 -1.8697 -2.4336 -2.9859 -3.7661 -4.3416 -4.4300 -2.2696 -1.6436
 265  0.808797  3.6638  1.0944  2.8603 -0.3902 -0.8854 -1.9359 -2.5062 -3.0635 -3.8503 -4.4299 -4.5193 -2.3411 -1.7062
 266  0.808807  3.6622  1.0581  2.8901 -0.4128 -0.9336 -1.9996 -2.5762 -3.1383 -3.9316 -4.5157 -4.6058 -2.4099 -1.7663
 267  0.808816  3.6607  1.0222  2.9198 -0.4335 -0.9802 -2.0621 -2.6451 -3.2122 -4.0121 -4.6008 -4.6918 -2.4777 -1.8250
 268  0.808825  3.6591  0.9869  2.9487 -0.4512 -1.0245 -2.1226 -2.7121 -3.2843 -4.0910 -4.6842 -4.7761 -2.5436 -1.8816
 269  0.808833  3.6574  0.9519  2.9771 -0.4645 -1.0656 -2.1806 -2.7772 -3.3546 -4.1684 -4.7664 -4.8592 -2.6074 -1.9358
 270  0.808841  3.6558  0.9175  3.0049 -0.4759 -1.1053 -2.2374 -2.8410 -3.4239 -4.2447 -4.8476 -4.9411 -2.6701 -1.9884
 271  0.808849  3.6542  0.8834  3.0324 -0.4853 -1.1435 -2.2929 -2.9036 -3.4919 -4.3199 -4.9276 -5.0221 -2.7316 -2.0397
 272  0.808855  3.6526  0.8503  3.0591 -0.4922 -1.1792 -2.3460 -2.9640 -3.5578 -4.3929 -5.0053 -5.1008 -2.7908 -2.0886
 273  0.808862  3.6509  0.8176  3.0854 -0.4968 -1.2133 -2.3977 -3.0230 -3.6224 -4.4648 -5.0820 -5.1785 -2.8488 -2.1360
 274  0.808868  3.6494  0.7853  3.1113 -0.4997 -1.2461 -2.4481 -3.0809 -3.6859 -4.5355 -5.1576 -5.2550 -2.9055 -2.1819
 275  0.808874  3.6478  0.7539  3.1364 -0.5009 -1.2770 -2.4964 -3.1368 -3.7474 -4.6044 -5.2312 -5.3295 -2.9603 -2.2260
 276  0.808879  3.6463  0.7232  3.1610 -0.5009 -1.3068 -2.5434 -3.1913 -3.8075 -4.6717 -5.3034 -5.4025 -3.0138 -2.2687
 277  0.808884  3.6448  0.6933  3.1849 -0.5000 -1.3350 -2.5887 -3.2439 -3.8656 -4.7370 -5.3734 -5.4733 -3.0655 -2.3095
 278  0.808889  3.6433  0.6643  3.2082 -0.4983 -1.3622 -2.6325 -3.2950 -3.9223 -4.8006 -5.4416 -5.5425 -3.1158 -2.3491
 279  0.808894  3.6420  0.6372  3.2299 -0.4965 -1.3873 -2.6732 -3.3424 -3.9749 -4.8598 -5.5050 -5.6066 -3.1625 -2.3856
