NUMBER OF AGES= 1 MAGS=10
----------------------------------------------------       
MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
 1.9380  0.2452 1.3168E-04 1.7223E-04  -2.00  -0.20 
----------------------------------------------------       
**PHOTOMETRIC SYSTEM**: Bessell UBV(RI)c + 2MASS JHKs + Kepler (Vega)
----------------------------------------------------       
AGE=10.000 EEPS=267
#EEP   M    LogTeff  LogG   LogL U       B       V       R       I       J       H       Ks      Kp      D51
 197  0.850520  3.7367  3.1615  1.1066  2.6291  2.7848  2.1865  1.8016  1.4013  0.8540  0.4504  0.3958  1.9228  2.3170
 198  0.850677  3.7362  3.1452  1.1207  2.5988  2.7523  2.1522  1.7665  1.3654  0.8164  0.4116  0.3568  1.8879  2.2831
 199  0.850834  3.7357  3.1292  1.1348  2.5683  2.7196  2.1178  1.7313  1.3294  0.7788  0.3728  0.3178  1.8528  2.2491
 200  0.850991  3.7352  3.1131  1.1490  2.5373  2.6864  2.0831  1.6958  1.2932  0.7412  0.3338  0.2787  1.8175  2.2148
 201  0.851145  3.7347  3.0968  1.1634  2.5060  2.6529  2.0481  1.6600  1.2567  0.7031  0.2947  0.2393  1.7820  2.1802
 202  0.851300  3.7342  3.0805  1.1777  2.4745  2.6192  2.0128  1.6241  1.2200  0.6650  0.2553  0.1998  1.7462  2.1453
 203  0.851452  3.7337  3.0641  1.1924  2.4426  2.5851  1.9773  1.5878  1.1829  0.6265  0.2156  0.1600  1.7101  2.1100
 204  0.851603  3.7333  3.0477  1.2070  2.4103  2.5507  1.9413  1.5512  1.1456  0.5878  0.1757  0.1200  1.6736  2.0745
 205  0.851753  3.7328  3.0313  1.2218  2.3777  2.5159  1.9052  1.5144  1.1081  0.5489  0.1356  0.0798  1.6370  2.0387
 206  0.851903  3.7324  3.0147  1.2366  2.3448  2.4809  1.8690  1.4774  1.0705  0.5100  0.0956  0.0397  1.6002  2.0028
 207  0.852049  3.7319  2.9981  1.2517  2.3114  2.4454  1.8321  1.4399  1.0324  0.4704  0.0549 -0.0012  1.5629  1.9663
 208  0.852190  3.7314  2.9806  1.2672  2.2773  2.4091  1.7941  1.4012  0.9929  0.4294  0.0125 -0.0436  1.5243  1.9287
 209  0.852326  3.7309  2.9627  1.2831  2.2426  2.3719  1.7554  1.3616  0.9526  0.3874 -0.0309 -0.0871  1.4850  1.8904
 210  0.852458  3.7304  2.9446  1.2993  2.2072  2.3339  1.7158  1.3213  0.9114  0.3448 -0.0749 -0.1313  1.4448  1.8512
 211  0.852586  3.7299  2.9259  1.3157  2.1718  2.2958  1.6757  1.2804  0.8696  0.3012 -0.1199 -0.1765  1.4040  1.8116
 212  0.852711  3.7293  2.9071  1.3324  2.1358  2.2570  1.6350  1.2388  0.8271  0.2571 -0.1654 -0.2222  1.3627  1.7714
 213  0.852833  3.7288  2.8882  1.3493  2.0987  2.2173  1.5937  1.1966  0.7841  0.2126 -0.2110 -0.2679  1.3207  1.7304
 214  0.852951  3.7283  2.8690  1.3664  2.0617  2.1775  1.5520  1.1539  0.7406  0.1674 -0.2574 -0.3146  1.2783  1.6892
 215  0.853065  3.7277  2.8495  1.3836  2.0245  2.1374  1.5098  1.1108  0.6965  0.1217 -0.3044 -0.3617  1.2354  1.6475
 216  0.853177  3.7271  2.8299  1.4011  1.9874  2.0971  1.4673  1.0672  0.6520  0.0754 -0.3519 -0.4095  1.1921  1.6055
 217  0.853204  3.7270  2.8250  1.4054  1.9781  2.0873  1.4569  1.0565  0.6410  0.0642 -0.3635 -0.4212  1.1815  1.5953
 218  0.853231  3.7269  2.8203  1.4098  1.9688  2.0771  1.4463  1.0458  0.6301  0.0528 -0.3751 -0.4328  1.1708  1.5848
 219  0.853257  3.7268  2.8155  1.4141  1.9593  2.0671  1.4358  1.0349  0.6190  0.0415 -0.3868 -0.4446  1.1601  1.5744
 220  0.853284  3.7266  2.8105  1.4184  1.9502  2.0571  1.4251  1.0241  0.6079  0.0299 -0.3987 -0.4565  1.1492  1.5639
 221  0.853310  3.7264  2.8054  1.4227  1.9413  2.0473  1.4147  1.0132  0.5967  0.0181 -0.4108 -0.4687  1.1385  1.5536
 222  0.853337  3.7263  2.8004  1.4271  1.9322  2.0372  1.4039  1.0021  0.5854  0.0064 -0.4229 -0.4809  1.1275  1.5430
 223  0.853363  3.7262  2.7956  1.4316  1.9223  2.0269  1.3930  0.9911  0.5742 -0.0052 -0.4346 -0.4927  1.1165  1.5323
 224  0.853389  3.7260  2.7907  1.4360  1.9125  2.0163  1.3822  0.9800  0.5629 -0.0166 -0.4464 -0.5045  1.1055  1.5215
 225  0.853415  3.7259  2.7856  1.4405  1.9031  2.0062  1.3713  0.9689  0.5515 -0.0285 -0.4586 -0.5168  1.0944  1.5107
 226  0.853441  3.7258  2.7806  1.4449  1.8936  1.9958  1.3605  0.9578  0.5401 -0.0403 -0.4706 -0.5288  1.0834  1.5000
 227  0.853652  3.7244  2.7374  1.4830  1.8139  1.9088  1.2679  0.8625  0.4425 -0.1415 -0.5744 -0.6333  0.9889  1.4087
 228  0.853868  3.7231  2.6900  1.5252  1.7242  1.8116  1.1652  0.7571  0.3347 -0.2529 -0.6885 -0.7480  0.8842  1.3072
 229  0.854066  3.7218  2.6429  1.5670  1.6364  1.7158  1.0636  0.6528  0.2279 -0.3636 -0.8020 -0.8621  0.7806  1.2070
 230  0.854247  3.7203  2.5960  1.6081  1.5514  1.6224  0.9639  0.5502  0.1227 -0.4731 -0.9147 -0.9755  0.6788  1.1088
 231  0.854410  3.7189  2.5502  1.6485  1.4672  1.5300  0.8657  0.4495  0.0196 -0.5802 -1.0250 -1.0864  0.5787  1.0120
 232  0.854569  3.7175  2.5020  1.6911  1.3791  1.4332  0.7629  0.3439 -0.0885 -0.6928 -1.1412 -1.2031  0.4738  0.9104
 233  0.854712  3.7160  2.4543  1.7326  1.2951  1.3398  0.6626  0.2407 -0.1944 -0.8037 -1.2560 -1.3184  0.3714  0.8118
 234  0.854841  3.7144  2.4079  1.7730  1.2144  1.2496  0.5655  0.1406 -0.2973 -0.9113 -1.3676 -1.4306  0.2720  0.7161
 235  0.854964  3.7128  2.3602  1.8144  1.1325  1.1575  0.4660  0.0380 -0.4029 -1.0221 -1.4825 -1.5461  0.1701  0.6182
 236  0.855074  3.7113  2.3138  1.8545  1.0538  1.0685  0.3697 -0.0616 -0.5052 -1.1294 -1.5939 -1.6582  0.0714  0.5235
 237  0.855178  3.7096  2.2664  1.8954  0.9747  0.9786  0.2718 -0.1626 -0.6093 -1.2388 -1.7076 -1.7724 -0.0287  0.4273
 238  0.855271  3.7081  2.2205  1.9352  0.8986  0.8915  0.1769 -0.2608 -0.7105 -1.3451 -1.8180 -1.8834 -0.1262  0.3341
 239  0.855360  3.7065  2.1741  1.9752  0.8228  0.8043  0.0812 -0.3600 -0.8128 -1.4523 -1.9290 -1.9951 -0.2244  0.2403
 240  0.855442  3.7049  2.1277  2.0153  0.7482  0.7177 -0.0144 -0.4594 -0.9153 -1.5597 -2.0399 -2.1068 -0.3228  0.1465
 241  0.855518  3.7033  2.0814  2.0552  0.6749  0.6321 -0.1095 -0.5584 -1.0176 -1.6667 -2.1500 -2.2179 -0.4208  0.0534
 242  0.855585  3.7017  2.0366  2.0938  0.6052  0.5498 -0.2013 -0.6541 -1.1166 -1.7702 -2.2565 -2.3253 -0.5155 -0.0365
 243  0.855649  3.7001  1.9920  2.1322  0.5373  0.4689 -0.2922 -0.7491 -1.2149 -1.8731 -2.3623 -2.4322 -0.6094 -0.1252
 244  0.855707  3.6985  1.9477  2.1699  0.4730  0.3907 -0.3812 -0.8422 -1.3117 -1.9748 -2.4673 -2.5382 -0.7014 -0.2120
 245  0.855762  3.6969  1.9044  2.2067  0.4114  0.3150 -0.4675 -0.9328 -1.4058 -2.0741 -2.5705 -2.6423 -0.7909 -0.2961
 246  0.855812  3.6953  1.8633  2.2415  0.3539  0.2438 -0.5492 -1.0183 -1.4946 -2.1682 -2.6683 -2.7409 -0.8755 -0.3757
 247  0.855858  3.6940  1.8282  2.2713  0.3054  0.1831 -0.6187 -1.0913 -1.5706 -2.2485 -2.7520 -2.8252 -0.9476 -0.4434
 248  0.855903  3.6933  1.8101  2.2871  0.2779  0.1500 -0.6559 -1.1300 -1.6106 -2.2905 -2.7957 -2.8690 -0.9860 -0.4798
 249  0.855948  3.6935  1.8103  2.2875  0.2740  0.1472 -0.6577 -1.1315 -1.6116 -2.2911 -2.7958 -2.8690 -0.9875 -0.4818
 250  0.855994  3.6920  1.7716  2.3204  0.2203  0.0800 -0.7347 -1.2122 -1.6955 -2.3798 -2.8883 -2.9622 -1.0674 -0.5569
 251  0.856036  3.6901  1.7225  2.3620  0.1553 -0.0034 -0.8313 -1.3137 -1.8013 -2.4921 -3.0056 -3.0803 -1.1677 -0.6507
 252  0.856076  3.6883  1.6740  2.4031  0.0922 -0.0851 -0.9261 -1.4138 -1.9055 -2.6026 -3.1209 -3.1965 -1.2664 -0.7429
 253  0.856111  3.6865  1.6267  2.4430  0.0319 -0.1643 -1.0184 -1.5110 -2.0070 -2.7106 -3.2336 -3.3100 -1.3625 -0.8323
 254  0.856144  3.6847  1.5802  2.4823 -0.0258 -0.2412 -1.1087 -1.6064 -2.1067 -2.8165 -3.3444 -3.4216 -1.4567 -0.9198
 255  0.856174  3.6830  1.5357  2.5199 -0.0798 -0.3144 -1.1949 -1.6977 -2.2020 -2.9180 -3.4505 -3.5284 -1.5468 -1.0033
 256  0.856201  3.6813  1.4923  2.5566 -0.1304 -0.3847 -1.2783 -1.7862 -2.2947 -3.0169 -3.5541 -3.6327 -1.6341 -1.0838
 257  0.856226  3.6795  1.4486  2.5931 -0.1760 -0.4521 -1.3604 -1.8740 -2.3871 -3.1160 -3.6584 -3.7378 -1.7206 -1.1628
 258  0.856249  3.6777  1.4060  2.6285 -0.2181 -0.5164 -1.4396 -1.9590 -2.4768 -3.2124 -3.7596 -3.8398 -1.8044 -1.2388
 259  0.856271  3.6758  1.3646  2.6629 -0.2568 -0.5777 -1.5162 -2.0416 -2.5641 -3.3060 -3.8577 -3.9391 -1.8857 -1.3121
 260  0.856290  3.6741  1.3238  2.6968 -0.2932 -0.6371 -1.5911 -2.1227 -2.6499 -3.3982 -3.9540 -4.0365 -1.9653 -1.3835
 261  0.856309  3.6724  1.2832  2.7304 -0.3273 -0.6953 -1.6653 -2.2031 -2.7352 -3.4898 -4.0495 -4.1331 -2.0444 -1.4541
 262  0.856325  3.6707  1.2443  2.7626 -0.3586 -0.7504 -1.7360 -2.2801 -2.8170 -3.5776 -4.1408 -4.2257 -2.1201 -1.5214
 263  0.856341  3.6690  1.2055  2.7947 -0.3883 -0.8047 -1.8059 -2.3564 -2.8981 -3.6648 -4.2316 -4.3178 -2.1950 -1.5877
 264  0.856356  3.6674  1.1676  2.8262 -0.4162 -0.8574 -1.8741 -2.4309 -2.9775 -3.7504 -4.3210 -4.4081 -2.2683 -1.6522
 265  0.856369  3.6658  1.1306  2.8567 -0.4416 -0.9076 -1.9399 -2.5029 -3.0543 -3.8334 -4.4080 -4.4962 -2.3391 -1.7144
 266  0.856382  3.6642  1.0944  2.8865 -0.4654 -0.9564 -2.0040 -2.5731 -3.1294 -3.9148 -4.4936 -4.5825 -2.4082 -1.7749
 267  0.856394  3.6626  1.0585  2.9161 -0.4877 -1.0039 -2.0669 -2.6423 -3.2035 -3.9953 -4.5783 -4.6682 -2.4762 -1.8343
 268  0.856405  3.6611  1.0233  2.9451 -0.5077 -1.0494 -2.1280 -2.7097 -3.2758 -4.0741 -4.6616 -4.7522 -2.5425 -1.8918
 269  0.856415  3.6595  0.9890  2.9732 -0.5251 -1.0924 -2.1868 -2.7748 -3.3458 -4.1506 -4.7426 -4.8341 -2.6065 -1.9467
 270  0.856425  3.6579  0.9547  3.0010 -0.5382 -1.1329 -2.2437 -2.8386 -3.4147 -4.2266 -4.8233 -4.9156 -2.6691 -1.9998
 271  0.856434  3.6563  0.9209  3.0283 -0.5491 -1.1716 -2.2993 -2.9012 -3.4825 -4.3013 -4.9028 -4.9961 -2.7305 -2.0513
 272  0.856443  3.6547  0.8880  3.0548 -0.5580 -1.2083 -2.3528 -2.9616 -3.5482 -4.3740 -4.9801 -5.0742 -2.7898 -2.1008
 273  0.856451  3.6531  0.8552  3.0813 -0.5651 -1.2439 -2.4056 -3.0215 -3.6136 -4.4464 -5.0571 -5.1522 -2.8486 -2.1494
 274  0.856459  3.6515  0.8233  3.1068 -0.5698 -1.2772 -2.4560 -3.0790 -3.6765 -4.5164 -5.1318 -5.2278 -2.9050 -2.1956
 275  0.856466  3.6500  0.7917  3.1322 -0.5724 -1.3090 -2.5052 -3.1355 -3.7386 -4.5856 -5.2059 -5.3029 -2.9605 -2.2405
 276  0.856473  3.6484  0.7611  3.1565 -0.5739 -1.3394 -2.5525 -3.1900 -3.7985 -4.6526 -5.2775 -5.3754 -3.0139 -2.2836
 277  0.856479  3.6469  0.7313  3.1804 -0.5738 -1.3680 -2.5979 -3.2429 -3.8568 -4.7179 -5.3475 -5.4461 -3.0658 -2.3249
 278  0.856486  3.6455  0.7024  3.2035 -0.5728 -1.3953 -2.6418 -3.2937 -3.9131 -4.7811 -5.4153 -5.5147 -3.1157 -2.3644
 279  0.856491  3.6442  0.6757  3.2249 -0.5715 -1.4203 -2.6820 -3.3406 -3.9650 -4.8395 -5.4777 -5.5780 -3.1619 -2.4008
