NUMBER OF AGES= 1 MAGS=10
----------------------------------------------------       
MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
 1.9380  0.2452 1.3168E-04 1.7223E-04  -2.00  -0.20 
----------------------------------------------------       
**PHOTOMETRIC SYSTEM**: Bessell UBV(RI)c + 2MASS JHKs + Kepler (Vega)
----------------------------------------------------       
AGE=11.000 EEPS=267
#EEP   M    LogTeff  LogG   LogL U       B       V       R       I       J       H       Ks      Kp      D51
 197  0.825547  3.7360  3.1716  1.0807  2.7001  2.8540  2.2524  1.8662  1.4647  0.9157  0.5112  0.4559  1.9877  2.3837
 198  0.825708  3.7355  3.1553  1.0950  2.6690  2.8206  2.2175  1.8304  1.4281  0.8776  0.4719  0.4165  1.9521  2.3491
 199  0.825866  3.7350  3.1391  1.1095  2.6376  2.7870  2.1823  1.7945  1.3914  0.8395  0.4325  0.3770  1.9164  2.3143
 200  0.826025  3.7346  3.1227  1.1239  2.6056  2.7530  2.1468  1.7583  1.3544  0.8010  0.3929  0.3371  1.8804  2.2791
 201  0.826181  3.7341  3.1063  1.1387  2.5733  2.7185  2.1109  1.7217  1.3172  0.7623  0.3530  0.2971  1.8439  2.2436
 202  0.826337  3.7336  3.0896  1.1534  2.5408  2.6838  2.0748  1.6849  1.2796  0.7233  0.3128  0.2568  1.8073  2.2078
 203  0.826492  3.7332  3.0731  1.1683  2.5079  2.6489  2.0384  1.6478  1.2419  0.6842  0.2726  0.2164  1.7704  2.1718
 204  0.826647  3.7327  3.0566  1.1830  2.4751  2.6140  2.0023  1.6110  1.2045  0.6455  0.2326  0.1764  1.7338  2.1360
 205  0.826798  3.7323  3.0398  1.1983  2.4413  2.5782  1.9650  1.5731  1.1659  0.6055  0.1916  0.1352  1.6961  2.0991
 206  0.826946  3.7319  3.0227  1.2137  2.4069  2.5415  1.9272  1.5347  1.1268  0.5651  0.1500  0.0935  1.6577  2.0616
 207  0.827090  3.7314  3.0054  1.2294  2.3717  2.5044  1.8887  1.4955  1.0871  0.5239  0.1075  0.0510  1.6188  2.0233
 208  0.827229  3.7309  2.9873  1.2456  2.3359  2.4662  1.8490  1.4551  1.0459  0.4813  0.0636  0.0069  1.5785  1.9841
 209  0.827364  3.7304  2.9687  1.2621  2.2996  2.4273  1.8085  1.4138  1.0039  0.4376  0.0186 -0.0382  1.5375  1.9440
 210  0.827494  3.7299  2.9499  1.2790  2.2627  2.3878  1.7674  1.3719  0.9612  0.3932 -0.0271 -0.0840  1.4957  1.9033
 211  0.827621  3.7294  2.9306  1.2961  2.2256  2.3481  1.7258  1.3293  0.9177  0.3481 -0.0736 -0.1307  1.4534  1.8621
 212  0.827744  3.7288  2.9112  1.3134  2.1879  2.3077  1.6835  1.2862  0.8737  0.3024 -0.1206 -0.1778  1.4105  1.8203
 213  0.827864  3.7283  2.8917  1.3309  2.1495  2.2665  1.6407  1.2425  0.8292  0.2564 -0.1679 -0.2253  1.3670  1.7779
 214  0.827981  3.7278  2.8720  1.3486  2.1112  2.2253  1.5974  1.1983  0.7840  0.2097 -0.2159 -0.2735  1.3230  1.7351
 215  0.828095  3.7272  2.8518  1.3665  2.0726  2.1838  1.5537  1.1536  0.7384  0.1624 -0.2645 -0.3224  1.2786  1.6920
 216  0.828205  3.7266  2.8315  1.3846  2.0339  2.1419  1.5097  1.1085  0.6923  0.1146 -0.3136 -0.3716  1.2337  1.6484
 217  0.828230  3.7265  2.8267  1.3888  2.0249  2.1322  1.4994  1.0980  0.6815  0.1034 -0.3250 -0.3831  1.2233  1.6383
 218  0.828256  3.7264  2.8220  1.3931  2.0157  2.1222  1.4889  1.0873  0.6707  0.0922 -0.3365 -0.3947  1.2127  1.6279
 219  0.828281  3.7262  2.8172  1.3973  2.0065  2.1123  1.4785  1.0766  0.6598  0.0809 -0.3481 -0.4063  1.2020  1.6176
 220  0.828305  3.7261  2.8122  1.4016  1.9976  2.1025  1.4681  1.0659  0.6488  0.0695 -0.3598 -0.4181  1.1914  1.6074
 221  0.828330  3.7259  2.8072  1.4059  1.9889  2.0929  1.4577  1.0551  0.6377  0.0578 -0.3718 -0.4302  1.1808  1.5972
 222  0.828355  3.7257  2.8023  1.4103  1.9797  2.0830  1.4472  1.0443  0.6266  0.0463 -0.3836 -0.4422  1.1700  1.5868
 223  0.828379  3.7256  2.7975  1.4146  1.9701  2.0728  1.4364  1.0335  0.6155  0.0350 -0.3953 -0.4538  1.1591  1.5762
 224  0.828404  3.7255  2.7927  1.4190  1.9603  2.0623  1.4257  1.0224  0.6044  0.0236 -0.4069 -0.4655  1.1483  1.5655
 225  0.828428  3.7254  2.7879  1.4235  1.9507  2.0520  1.4150  1.0115  0.5932  0.0120 -0.4187 -0.4773  1.1373  1.5549
 226  0.828453  3.7253  2.7830  1.4279  1.9413  2.0419  1.4043  1.0005  0.5820  0.0004 -0.4305 -0.4892  1.1265  1.5443
 227  0.828664  3.7240  2.7379  1.4676  1.8574  1.9505  1.3074  0.9010  0.4800 -0.1052 -0.5387 -0.5980  1.0276  1.4487
 228  0.828868  3.7226  2.6908  1.5096  1.7688  1.8542  1.2053  0.7962  0.3728 -0.2161 -0.6524 -0.7124  0.9235  1.3479
 229  0.829061  3.7212  2.6424  1.5526  1.6782  1.7555  1.1008  0.6889  0.2630 -0.3299 -0.7690 -0.8296  0.8170  1.2448
 230  0.829238  3.7198  2.5933  1.5957  1.5888  1.6573  0.9963  0.5815  0.1529 -0.4443 -0.8869 -0.9481  0.7103  1.1417
 231  0.829395  3.7184  2.5469  1.6369  1.5023  1.5628  0.8961  0.4788  0.0479 -0.5534 -0.9990 -1.0609  0.6083  1.0428
 232  0.829543  3.7170  2.4990  1.6792  1.4145  1.4664  0.7937  0.3737 -0.0596 -0.6654 -1.1147 -1.1769  0.5038  0.9418
 233  0.829679  3.7154  2.4509  1.7212  1.3298  1.3722  0.6925  0.2695 -0.1665 -0.7772 -1.2305 -1.2934  0.4005  0.8421
 234  0.829805  3.7139  2.4021  1.7636  1.2448  1.2771  0.5902  0.1642 -0.2748 -0.8906 -1.3480 -1.4114  0.2959  0.7414
 235  0.829921  3.7122  2.3539  1.8053  1.1629  1.1847  0.4902  0.0609 -0.3810 -1.0020 -1.4637 -1.5278  0.1935  0.6431
 236  0.830028  3.7106  2.3055  1.8473  1.0808  1.0919  0.3896 -0.0429 -0.4877 -1.1141 -1.5800 -1.6446  0.0905  0.5442
 237  0.830124  3.7090  2.2579  1.8885  1.0009  1.0011  0.2910 -0.1449 -0.5928 -1.2244 -1.6946 -1.7597 -0.0107  0.4471
 238  0.830215  3.7073  2.2098  1.9300  0.9215  0.9102  0.1916 -0.2476 -0.6986 -1.3354 -1.8099 -1.8757 -0.1126  0.3497
 239  0.830296  3.7058  2.1637  1.9700  0.8464  0.8234  0.0963 -0.3465 -0.8007 -1.4422 -1.9203 -1.9868 -0.2105  0.2562
 240  0.830373  3.7041  2.1161  2.0111  0.7701  0.7348 -0.0017 -0.4484 -0.9059 -1.5523 -2.0338 -2.1013 -0.3114  0.1601
 241  0.830443  3.7025  2.0696  2.0511  0.6970  0.6492 -0.0969 -0.5475 -1.0084 -1.6595 -2.1440 -2.2125 -0.4095  0.0669
 242  0.830505  3.7010  2.0252  2.0894  0.6280  0.5675 -0.1881 -0.6426 -1.1067 -1.7623 -2.2498 -2.3192 -0.5037 -0.0223
 243  0.830565  3.6994  1.9794  2.1288  0.5590  0.4849 -0.2812 -0.7400 -1.2076 -1.8680 -2.3585 -2.4290 -0.5998 -0.1132
 244  0.830620  3.6977  1.9340  2.1674  0.4934  0.4049 -0.3722 -0.8353 -1.3065 -1.9721 -2.4664 -2.5378 -0.6940 -0.2020
 245  0.830671  3.6960  1.8909  2.2041  0.4322  0.3296 -0.4581 -0.9254 -1.4000 -2.0709 -2.5691 -2.6414 -0.7830 -0.2857
 246  0.830717  3.6946  1.8522  2.2368  0.3781  0.2625 -0.5351 -1.0060 -1.4837 -2.1595 -2.6612 -2.7343 -0.8627 -0.3607
 247  0.830761  3.6936  1.8243  2.2609  0.3376  0.2128 -0.5914 -1.0649 -1.5447 -2.2238 -2.7281 -2.8015 -0.9210 -0.4156
 248  0.830804  3.6934  1.8194  2.2653  0.3290  0.2029 -0.6022 -1.0759 -1.5561 -2.2356 -2.7403 -2.8137 -0.9320 -0.4262
 249  0.830849  3.6928  1.7969  2.2853  0.2926  0.1599 -0.6497 -1.1251 -1.6067 -2.2885 -2.7949 -2.8685 -0.9807 -0.4728
 250  0.830891  3.6908  1.7455  2.3286  0.2251  0.0732 -0.7501 -1.2310 -1.7171 -2.4056 -2.9172 -2.9918 -1.0852 -0.5705
 251  0.830930  3.6889  1.6958  2.3705  0.1599 -0.0107 -0.8475 -1.3334 -1.8237 -2.5188 -3.0354 -3.1109 -1.1864 -0.6650
 252  0.830965  3.6870  1.6475  2.4115  0.0977 -0.0918 -0.9420 -1.4329 -1.9276 -2.6291 -3.1506 -3.2269 -1.2848 -0.7568
 253  0.830997  3.6852  1.6004  2.4513  0.0383 -0.1704 -1.0337 -1.5298 -2.0286 -2.7365 -3.2628 -3.3398 -1.3805 -0.8458
 254  0.831026  3.6835  1.5549  2.4898 -0.0176 -0.2457 -1.1222 -1.6233 -2.1263 -2.8404 -3.3714 -3.4493 -1.4728 -0.9314
 255  0.831053  3.6818  1.5100  2.5279 -0.0712 -0.3191 -1.2089 -1.7153 -2.2225 -2.9429 -3.4786 -3.5572 -1.5635 -1.0152
 256  0.831077  3.6800  1.4660  2.5646 -0.1189 -0.3881 -1.2920 -1.8039 -2.3157 -3.0427 -3.5835 -3.6627 -1.6510 -1.0954
 257  0.831100  3.6780  1.4224  2.6010 -0.1629 -0.4545 -1.3736 -1.8913 -2.4078 -3.1416 -3.6874 -3.7675 -1.7371 -1.1736
 258  0.831120  3.6763  1.3801  2.6362 -0.2035 -0.5177 -1.4521 -1.9757 -2.4969 -3.2372 -3.7877 -3.8688 -1.8202 -1.2488
 259  0.831140  3.6745  1.3380  2.6712 -0.2417 -0.5795 -1.5296 -2.0596 -2.5856 -3.3324 -3.8873 -3.9696 -1.9026 -1.3229
 260  0.831158  3.6728  1.2970  2.7052 -0.2769 -0.6386 -1.6046 -2.1409 -2.6718 -3.4250 -3.9838 -4.0672 -1.9825 -1.3944
 261  0.831174  3.6710  1.2567  2.7386 -0.3101 -0.6961 -1.6782 -2.2208 -2.7566 -3.5160 -4.0784 -4.1632 -2.0611 -1.4643
 262  0.831189  3.6694  1.2173  2.7713 -0.3408 -0.7516 -1.7495 -2.2985 -2.8393 -3.6047 -4.1708 -4.2568 -2.1374 -1.5319
 263  0.831204  3.6677  1.1789  2.8031 -0.3693 -0.8049 -1.8186 -2.3740 -2.9197 -3.6913 -4.2613 -4.3482 -2.2116 -1.5974
 264  0.831217  3.6660  1.1409  2.8345 -0.3959 -0.8570 -1.8864 -2.4482 -2.9988 -3.7768 -4.3507 -4.4388 -2.2846 -1.6616
 265  0.831229  3.6644  1.1035  2.8653 -0.4210 -0.9077 -1.9527 -2.5208 -3.0764 -3.8607 -4.4389 -4.5278 -2.3561 -1.7243
 266  0.831240  3.6628  1.0673  2.8952 -0.4436 -0.9556 -2.0162 -2.5906 -3.1511 -3.9419 -4.5244 -4.6142 -2.4247 -1.7842
 267  0.831251  3.6613  1.0315  2.9248 -0.4647 -1.0025 -2.0788 -2.6595 -3.2248 -4.0223 -4.6092 -4.6998 -2.4925 -1.8430
 268  0.831261  3.6597  0.9962  2.9537 -0.4833 -1.0471 -2.1393 -2.7266 -3.2969 -4.1010 -4.6925 -4.7840 -2.5584 -1.8998
 269  0.831271  3.6580  0.9612  2.9822 -0.4974 -1.0889 -2.1979 -2.7920 -3.3676 -4.1788 -4.7750 -4.8674 -2.6227 -1.9544
 270  0.831279  3.6564  0.9270  3.0098 -0.5090 -1.1284 -2.2544 -2.8555 -3.4363 -4.2545 -4.8555 -4.9488 -2.6849 -2.0068
 271  0.831288  3.6548  0.8929  3.0373 -0.5189 -1.1667 -2.3100 -2.9182 -3.5045 -4.3298 -4.9356 -5.0296 -2.7465 -2.0583
 272  0.831295  3.6532  0.8597  3.0641 -0.5263 -1.2029 -2.3635 -2.9789 -3.5707 -4.4030 -5.0136 -5.1087 -2.8061 -2.1076
 273  0.831303  3.6516  0.8272  3.0902 -0.5313 -1.2371 -2.4150 -3.0376 -3.6348 -4.4745 -5.0897 -5.1858 -2.8637 -2.1548
 274  0.831310  3.6500  0.7950  3.1160 -0.5346 -1.2699 -2.4654 -3.0953 -3.6982 -4.5450 -5.1652 -5.2622 -2.9204 -2.2008
 275  0.831316  3.6484  0.7637  3.1410 -0.5361 -1.3010 -2.5137 -3.1512 -3.7596 -4.6138 -5.2387 -5.3366 -2.9752 -2.2450
 276  0.831322  3.6469  0.7329  3.1656 -0.5362 -1.3307 -2.5607 -3.2056 -3.8197 -4.6810 -5.3107 -5.4095 -3.0286 -2.2876
 277  0.831328  3.6454  0.7031  3.1895 -0.5355 -1.3591 -2.6061 -3.2584 -3.8780 -4.7464 -5.3808 -5.4804 -3.0804 -2.3287
 278  0.831334  3.6440  0.6743  3.2126 -0.5340 -1.3860 -2.6495 -3.3089 -3.9339 -4.8093 -5.4482 -5.5487 -3.1301 -2.3678
 279  0.831334  3.6428  0.6499  3.2322 -0.5330 -1.4090 -2.6864 -3.3519 -3.9815 -4.8627 -5.5055 -5.6066 -3.1724 -2.4011
