NUMBER OF AGES= 1 MAGS=10
----------------------------------------------------       
MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
 1.9380  0.2452 1.3168E-04 1.7223E-04  -2.00  -0.20 
----------------------------------------------------       
**PHOTOMETRIC SYSTEM**: Bessell UBV(RI)c + 2MASS JHKs + Kepler (Vega)
----------------------------------------------------       
AGE= 1.000 EEPS=271
#EEP   M    LogTeff  LogG   LogL U       B       V       R       I       J       H       Ks      Kp      D51
 187  1.720616  4.0033  3.8508  1.7892  0.3289  0.5801  0.6227  0.6218  0.6145  0.6276  0.6212  0.6503  0.5850  0.6026
 188  1.720888  3.9991  3.8324  1.7913  0.3192  0.5583  0.5976  0.5952  0.5857  0.5939  0.5860  0.6141  0.5593  0.5779
 189  1.721155  3.9948  3.8132  1.7934  0.3096  0.5362  0.5720  0.5678  0.5559  0.5590  0.5494  0.5764  0.5329  0.5527
 190  1.721419  3.9903  3.7932  1.7954  0.3004  0.5139  0.5459  0.5399  0.5251  0.5228  0.5113  0.5373  0.5061  0.5271
 191  1.721679  3.9855  3.7723  1.7973  0.2918  0.4917  0.5195  0.5114  0.4936  0.4856  0.4719  0.4968  0.4787  0.5014
 192  1.721934  3.9806  3.7506  1.7992  0.2840  0.4697  0.4928  0.4825  0.4614  0.4471  0.4310  0.4549  0.4511  0.4754
 193  1.722186  3.9755  3.7282  1.8010  0.2774  0.4482  0.4662  0.4533  0.4286  0.4075  0.3889  0.4116  0.4233  0.4495
 194  1.722431  3.9701  3.7050  1.8027  0.2720  0.4274  0.4396  0.4240  0.3952  0.3669  0.3455  0.3670  0.3957  0.4237
 195  1.722672  3.9644  3.6810  1.8044  0.2677  0.4076  0.4135  0.3947  0.3615  0.3255  0.3007  0.3210  0.3682  0.3986
 196  1.722907  3.9586  3.6563  1.8059  0.2641  0.3890  0.3883  0.3657  0.3276  0.2831  0.2548  0.2737  0.3413  0.3745
 197  1.723137  3.9525  3.6307  1.8073  0.2613  0.3720  0.3642  0.3373  0.2934  0.2400  0.2076  0.2252  0.3151  0.3517
 198  1.723361  3.9463  3.6046  1.8085  0.2589  0.3567  0.3414  0.3096  0.2591  0.1963  0.1590  0.1754  0.2899  0.3306
 199  1.723579  3.9400  3.5777  1.8097  0.2576  0.3439  0.3202  0.2827  0.2249  0.1520  0.1093  0.1245  0.2659  0.3112
 200  1.723791  3.9333  3.5503  1.8108  0.2574  0.3338  0.3009  0.2569  0.1909  0.1073  0.0584  0.0723  0.2434  0.2940
 201  1.723997  3.9265  3.5223  1.8117  0.2587  0.3273  0.2838  0.2324  0.1575  0.0624  0.0065  0.0192  0.2226  0.2794
 202  1.724197  3.9196  3.4937  1.8125  0.2665  0.3330  0.2710  0.2096  0.1246  0.0166 -0.0469 -0.0351  0.2053  0.2702
 203  1.724390  3.9124  3.4646  1.8131  0.2779  0.3486  0.2612  0.1873  0.0916 -0.0303 -0.1022 -0.0910  0.1905  0.2652
 204  1.724577  3.9052  3.4351  1.8135  0.2878  0.3654  0.2536  0.1667  0.0595 -0.0768 -0.1581 -0.1474  0.1773  0.2626
 205  1.724759  3.8977  3.4052  1.8139  0.2982  0.3814  0.2494  0.1502  0.0305 -0.1212 -0.2133 -0.2038  0.1671  0.2632
 206  1.724934  3.8902  3.3748  1.8141  0.3099  0.3982  0.2482  0.1366  0.0040 -0.1643 -0.2685 -0.2603  0.1593  0.2665
 207  1.725103  3.8825  3.3443  1.8141  0.3227  0.4178  0.2492  0.1248 -0.0213 -0.2069 -0.3240 -0.3173  0.1533  0.2721
 208  1.725266  3.8748  3.3134  1.8139  0.3363  0.4396  0.2520  0.1145 -0.0453 -0.2485 -0.3795 -0.3744  0.1488  0.2796
 209  1.725423  3.8669  3.2823  1.8136  0.3508  0.4636  0.2568  0.1057 -0.0680 -0.2897 -0.4351 -0.4317  0.1458  0.2891
 210  1.725574  3.8589  3.2509  1.8132  0.3666  0.4901  0.2632  0.0982 -0.0899 -0.3307 -0.4916 -0.4900  0.1442  0.3006
 211  1.725718  3.8509  3.2193  1.8126  0.3834  0.5181  0.2711  0.0921 -0.1105 -0.3709 -0.5478 -0.5481  0.1437  0.3136
 212  1.725856  3.8427  3.1872  1.8119  0.4016  0.5478  0.2801  0.0869 -0.1301 -0.4107 -0.6043 -0.6067  0.1442  0.3280
 213  1.725992  3.8344  3.1552  1.8111  0.4219  0.5757  0.2904  0.0843 -0.1466 -0.4480 -0.6587 -0.6631  0.1463  0.3431
 214  1.726129  3.8263  3.1235  1.8100  0.4452  0.6037  0.3018  0.0834 -0.1609 -0.4836 -0.7113 -0.7178  0.1496  0.3590
 215  1.726270  3.8182  3.0925  1.8087  0.4700  0.6369  0.3143  0.0818 -0.1765 -0.5195 -0.7645 -0.7729  0.1531  0.3769
 216  1.726420  3.8104  3.0632  1.8070  0.4967  0.6715  0.3281  0.0817 -0.1901 -0.5529 -0.8149 -0.8255  0.1580  0.3962
 217  1.726448  3.8089  3.0579  1.8066  0.5014  0.6796  0.3306  0.0812 -0.1933 -0.5595 -0.8246 -0.8359  0.1587  0.4000
 218  1.726477  3.8075  3.0526  1.8061  0.5060  0.6877  0.3332  0.0808 -0.1965 -0.5661 -0.8342 -0.8462  0.1595  0.4039
 219  1.726506  3.8061  3.0474  1.8057  0.5108  0.6958  0.3358  0.0803 -0.1997 -0.5725 -0.8437 -0.8564  0.1602  0.4079
 220  1.726535  3.8047  3.0423  1.8053  0.5158  0.7038  0.3385  0.0801 -0.2025 -0.5787 -0.8529 -0.8663  0.1612  0.4118
 221  1.726563  3.8033  3.0371  1.8048  0.5211  0.7111  0.3414  0.0802 -0.2049 -0.5845 -0.8616 -0.8756  0.1622  0.4157
 222  1.726592  3.8020  3.0321  1.8044  0.5267  0.7179  0.3442  0.0806 -0.2069 -0.5899 -0.8699 -0.8844  0.1635  0.4196
 223  1.726621  3.8006  3.0271  1.8039  0.5325  0.7245  0.3471  0.0811 -0.2086 -0.5951 -0.8780 -0.8930  0.1648  0.4235
 224  1.726650  3.7993  3.0223  1.8034  0.5385  0.7310  0.3501  0.0818 -0.2102 -0.6001 -0.8858 -0.9013  0.1663  0.4273
 225  1.726680  3.7980  3.0175  1.8029  0.5445  0.7374  0.3530  0.0826 -0.2116 -0.6049 -0.8935 -0.9094  0.1678  0.4312
 226  1.726709  3.7967  3.0128  1.8024  0.5504  0.7440  0.3561  0.0834 -0.2130 -0.6097 -0.9011 -0.9175  0.1693  0.4352
 227  1.726934  3.7872  2.9794  1.7977  0.5978  0.7953  0.3802  0.0907 -0.2217 -0.6432 -0.9553 -0.9753  0.1823  0.4663
 228  1.727162  3.7793  2.9545  1.7917  0.6459  0.8440  0.4062  0.1033 -0.2223 -0.6644 -0.9933 -1.0165  0.1991  0.4983
 229  1.727438  3.7714  2.9326  1.7817  0.7080  0.9042  0.4426  0.1259 -0.2128 -0.6756 -1.0215 -1.0482  0.2259  0.5408
 230  1.727652  3.7659  2.9199  1.7724  0.7593  0.9532  0.4740  0.1475 -0.2004 -0.6775 -1.0352 -1.0647  0.2506  0.5766
 231  1.727993  3.7581  2.9021  1.7591  0.8407  1.0270  0.5187  0.1770 -0.1847 -0.6809 -1.0523 -1.0875  0.2850  0.6285
 232  1.728261  3.7531  2.8879  1.7533  0.8894  1.0677  0.5403  0.1888 -0.1817 -0.6900 -1.0696 -1.1088  0.2998  0.6547
 233  1.728590  3.7481  2.8708  1.7505  0.9318  1.1008  0.5557  0.1951 -0.1840 -0.7054 -1.0949 -1.1371  0.3087  0.6746
 234  1.728854  3.7451  2.8546  1.7551  0.9423  1.1048  0.5491  0.1832 -0.2008 -0.7300 -1.1251 -1.1692  0.2983  0.6704
 235  1.729184  3.7422  2.8339  1.7642  0.9430  1.0977  0.5313  0.1601 -0.2287 -0.7657 -1.1667 -1.2126  0.2767  0.6552
 236  1.729543  3.7401  2.8105  1.7792  0.9232  1.0715  0.4973  0.1224 -0.2699 -0.8128 -1.2180 -1.2652  0.2401  0.6231
 237  1.729844  3.7388  2.7916  1.7927  0.9015  1.0451  0.4662  0.0888 -0.3058 -0.8526 -1.2608 -1.3087  0.2071  0.5930
 238  1.730193  3.7374  2.7703  1.8084  0.8742  1.0128  0.4290  0.0494 -0.3475 -0.8982 -1.3097 -1.3581  0.1684  0.5571
 239  1.730593  3.7359  2.7462  1.8271  0.8404  0.9738  0.3850  0.0029 -0.3962 -0.9511 -1.3657 -1.4147  0.1226  0.5143
 240  1.731020  3.7346  2.7213  1.8467  0.8037  0.9318  0.3384 -0.0461 -0.4475 -1.0061 -1.4238 -1.4734  0.0742  0.4688
 241  1.731307  3.7338  2.7040  1.8608  0.7767  0.9012  0.3048 -0.0810 -0.4838 -1.0448 -1.4644 -1.5143  0.0396  0.4360
 242  1.731765  3.7326  2.6774  1.8825  0.7346  0.8538  0.2527 -0.1352 -0.5401 -1.1048 -1.5271 -1.5776 -0.0140  0.3850
 243  1.732132  3.7316  2.6560  1.9003  0.6999  0.8148  0.2102 -0.1796 -0.5861 -1.1533 -1.5777 -1.6287 -0.0579  0.3433
 244  1.732476  3.7307  2.6360  1.9170  0.6670  0.7779  0.1698 -0.2216 -0.6295 -1.1991 -1.6251 -1.6766 -0.0994  0.3037
 245  1.732894  3.7297  2.6118  1.9373  0.6271  0.7333  0.1210 -0.2723 -0.6821 -1.2543 -1.6822 -1.7343 -0.1497  0.2559
 246  1.733283  3.7288  2.5894  1.9563  0.5898  0.6915  0.0753 -0.3199 -0.7313 -1.3058 -1.7352 -1.7879 -0.1967  0.2110
 247  1.733628  3.7281  2.5695  1.9732  0.5564  0.6541  0.0345 -0.3623 -0.7751 -1.3516 -1.7823 -1.8355 -0.2386  0.1711
 248  1.733998  3.7272  2.5481  1.9914  0.5203  0.6138 -0.0095 -0.4081 -0.8223 -1.4011 -1.8331 -1.8869 -0.2839  0.1279
 249  1.734376  3.7264  2.5265  2.0098  0.4838  0.5729 -0.0541 -0.4543 -0.8702 -1.4510 -1.8844 -1.9387 -0.3297  0.0841
 250  1.734748  3.7256  2.5050  2.0282  0.4474  0.5323 -0.0985 -0.5004 -0.9178 -1.5007 -1.9354 -1.9903 -0.3753  0.0405
 251  1.735094  3.7249  2.4848  2.0455  0.4135  0.4943 -0.1401 -0.5436 -0.9624 -1.5473 -1.9834 -2.0387 -0.4181 -0.0002
 252  1.735430  3.7241  2.4651  2.0622  0.3811  0.4576 -0.1804 -0.5855 -1.0058 -1.5927 -2.0301 -2.0860 -0.4595 -0.0397
 253  1.735784  3.7233  2.4441  2.0801  0.3460  0.4182 -0.2233 -0.6301 -1.0517 -1.6410 -2.0802 -2.1365 -0.5037 -0.0818
 254  1.736127  3.7225  2.4237  2.0973  0.3121  0.3800 -0.2650 -0.6733 -1.0964 -1.6879 -2.1288 -2.1855 -0.5464 -0.1227
 255  1.736449  3.7218  2.4045  2.1137  0.2802  0.3440 -0.3041 -0.7140 -1.1383 -1.7321 -2.1747 -2.2318 -0.5866 -0.1612
 256  1.736754  3.7211  2.3861  2.1292  0.2499  0.3098 -0.3414 -0.7527 -1.1783 -1.7742 -2.2184 -2.2758 -0.6251 -0.1978
 257  1.737092  3.7203  2.3657  2.1466  0.2160  0.2716 -0.3831 -0.7958 -1.2228 -1.8211 -2.2673 -2.3249 -0.6678 -0.2386
 258  1.737408  3.7195  2.3465  2.1630  0.1842  0.2356 -0.4223 -0.8364 -1.2648 -1.8654 -2.3132 -2.3713 -0.7080 -0.2772
 259  1.737700  3.7189  2.3285  2.1782  0.1546  0.2020 -0.4590 -0.8745 -1.3041 -1.9067 -2.3563 -2.4146 -0.7457 -0.3132
 260  1.737983  3.7182  2.3110  2.1933  0.1256  0.1691 -0.4948 -0.9116 -1.3424 -1.9472 -2.3983 -2.4569 -0.7825 -0.3483
 261  1.738284  3.7175  2.2920  2.2093  0.0947  0.1340 -0.5332 -0.9515 -1.3835 -1.9905 -2.4435 -2.5025 -0.8219 -0.3860
 262  1.738569  3.7168  2.2740  2.2246  0.0652  0.1004 -0.5701 -0.9896 -1.4229 -2.0321 -2.4868 -2.5461 -0.8598 -0.4221
 263  1.738845  3.7161  2.2565  2.2397  0.0363  0.0674 -0.6059 -1.0268 -1.4614 -2.0726 -2.5290 -2.5884 -0.8967 -0.4573
 264  1.739121  3.7154  2.2385  2.2549  0.0073  0.0343 -0.6422 -1.0645 -1.5002 -2.1136 -2.5717 -2.6315 -0.9339 -0.4929
 265  1.739397  3.7148  2.2206  2.2701 -0.0217  0.0010 -0.6787 -1.1023 -1.5393 -2.1548 -2.6146 -2.6745 -0.9714 -0.5287
 266  1.739660  3.7141  2.2035  2.2848 -0.0498 -0.0311 -0.7138 -1.1388 -1.5769 -2.1945 -2.6561 -2.7162 -1.0075 -0.5632
 267  1.739926  3.7134  2.1858  2.2998 -0.0782 -0.0638 -0.7497 -1.1759 -1.6153 -2.2350 -2.6983 -2.7587 -1.0444 -0.5984
 268  1.740185  3.7128  2.1684  2.3147 -0.1062 -0.0959 -0.7850 -1.2125 -1.6532 -2.2750 -2.7400 -2.8007 -1.0807 -0.6330
 269  1.740423  3.7122  2.1523  2.3285 -0.1321 -0.1257 -0.8178 -1.2466 -1.6884 -2.3121 -2.7787 -2.8395 -1.1144 -0.6651
 270  1.740657  3.7116  2.1362  2.3421 -0.1578 -0.1555 -0.8505 -1.2805 -1.7235 -2.3492 -2.8173 -2.8784 -1.1480 -0.6973
 271  1.740895  3.7110  2.1197  2.3563 -0.1842 -0.1861 -0.8842 -1.3156 -1.7597 -2.3873 -2.8571 -2.9184 -1.1827 -0.7303
 272  1.741142  3.7103  2.1020  2.3714 -0.2120 -0.2183 -0.9199 -1.3526 -1.7981 -2.4279 -2.8994 -2.9609 -1.2194 -0.7653
 273  1.741297  3.7095  2.0823  2.3877 -0.2407 -0.2525 -0.9584 -1.3931 -1.8401 -2.4724 -2.9460 -3.0079 -1.2593 -0.8029
